state,fips,cases,deaths
Washington,53,12410,683
Illinois,17,33059,1479
California,06,35844,1316
Arizona,04,5251,213
Massachusetts,25,41199,1961
Wisconsin,55,4691,243
Texas,48,20949,552
Nebraska,31,1726,38
Utah,49,3301,32
Oregon,41,2002,78
Florida,12,27861,866
New York,36,255932,19040
Rhode Island,44,5500,171
Georgia,13,19189,810
New Hampshire,33,1491,42
North Carolina,37,6951,217
New Jersey,34,92387,4753
Colorado,08,10447,484
Maryland,24,14261,652
Nevada,32,3937,163
Tennessee,47,7317,159
Hawaii,15,580,12
Indiana,18,12214,731
Kentucky,21,3193,172
Minnesota,27,2567,160
Oklahoma,40,2807,164
Pennsylvania,42,35384,1620
South Carolina,45,4608,135
District of Columbia,11,3098,112
Kansas,20,2114,107
Missouri,29,5941,221
Vermont,50,818,39
Virginia,51,9629,325
Connecticut,09,20360,1423
Iowa,19,3641,83
Louisiana,22,24854,1405
Ohio,39,13725,557
Michigan,26,32936,2698
South Dakota,46,1755,8
Arkansas,05,2262,43
Delaware,10,2931,82
Mississippi,28,4716,183
New Mexico,35,2072,65
North Dakota,38,644,13
Wyoming,56,442,6
Alaska,02,327,7
Maine,23,888,36
Alabama,01,5327,186
Idaho,16,1766,51
Montana,30,437,12
West Virginia,54,929,26
