state,fips,cases,deaths
Washington,53,60160,1679
Illinois,17,183714,7718
California,06,515937,9399
Arizona,04,178473,3769
Massachusetts,25,118458,8638
Wisconsin,55,58990,956
Texas,48,454759,7520
Nebraska,31,26702,338
Utah,49,41175,313
Oregon,41,19097,331
Florida,12,487124,7083
New York,36,421008,32401
Rhode Island,44,19022,1007
Georgia,13,177556,3758
New Hampshire,33,6634,417
North Carolina,37,125281,1996
New Jersey,34,184225,15836
Colorado,08,47799,1846
Maryland,24,90835,3515
Nevada,32,50270,833
Tennessee,47,106804,1062
Hawaii,15,2219,25
Indiana,18,69531,2975
Kentucky,21,31966,759
Minnesota,27,55987,1654
Oklahoma,40,38201,550
Pennsylvania,42,118038,7274
South Carolina,45,91788,1777
District of Columbia,11,12274,586
Kansas,20,28341,361
Missouri,29,52577,1311
Vermont,50,1426,57
Virginia,51,91782,2218
Connecticut,09,49810,4432
Iowa,19,45723,878
Louisiana,22,119861,4007
Ohio,39,93031,3529
Michigan,26,91857,6460
South Dakota,46,8955,135
Arkansas,05,43810,464
Delaware,10,14949,585
Mississippi,28,60553,1703
New Mexico,35,21016,654
North Dakota,38,6664,109
Wyoming,56,2808,26
Alaska,02,3982,22
Maine,23,3958,123
Alabama,01,91444,1627
Idaho,16,21465,197
Montana,30,4193,61
West Virginia,54,6854,117
