state,fips,cases,deaths
Washington,53,315769,4369
Illinois,17,1128505,21242
California,06,3323967,40928
Arizona,04,758576,13120
Massachusetts,25,524025,14577
Wisconsin,55,592140,6437
Texas,48,2375218,37242
Nebraska,31,191763,2025
Utah,49,346624,1665
Oregon,41,142417,1972
Florida,12,1721369,26478
New York,36,1420164,43178
Rhode Island,44,114438,2154
Georgia,13,885249,13778
New Hampshire,33,65695,1057
North Carolina,37,759955,9381
New Jersey,34,696831,21484
Colorado,08,397138,5711
Maryland,24,354649,7127
Nevada,32,278447,4271
Tennessee,47,713290,9557
Hawaii,15,25786,407
Indiana,18,629793,9974
Kentucky,21,366857,3977
Minnesota,27,461875,6268
Oklahoma,40,389472,3547
Pennsylvania,42,848244,21715
South Carolina,45,443386,7042
District of Columbia,11,36872,913
Kansas,20,277633,3779
Missouri,29,493431,7176
Vermont,50,11965,174
Virginia,51,504779,6464
Connecticut,09,250023,7046
Iowa,19,319408,4901
Louisiana,22,400626,8859
Ohio,39,895792,11178
Michigan,26,608600,15516
South Dakota,46,108250,1778
Arkansas,05,295268,4868
Delaware,10,78071,1090
Mississippi,28,275001,6045
New Mexico,35,174064,3285
North Dakota,38,97655,1447
Wyoming,56,51912,596
Alaska,02,53985,253
Maine,23,39324,590
Alabama,01,459639,7688
Idaho,16,162762,1727
Montana,30,93961,1234
West Virginia,54,121001,2024
