state,fips,cases,deaths
Washington,53,72787,1937
Illinois,17,218111,8086
California,06,659991,11984
Arizona,04,196925,4698
Massachusetts,25,125216,8901
Wisconsin,55,73895,1079
Texas,48,593405,11483
Nebraska,31,31626,381
Utah,49,48616,385
Oregon,41,24435,421
Florida,12,593278,10167
New York,36,433230,32456
Rhode Island,44,21022,1030
Georgia,13,233169,4889
New Hampshire,33,7071,428
North Carolina,37,152344,2522
New Jersey,34,190646,15941
Colorado,08,54658,1915
Maryland,24,103461,3674
Nevada,32,64573,1185
Tennessee,47,137932,1528
Hawaii,15,6049,45
Indiana,18,86312,3208
Kentucky,21,44432,887
Minnesota,27,68179,1799
Oklahoma,40,51746,715
Pennsylvania,42,132461,7629
South Carolina,45,110378,2459
District of Columbia,11,13469,602
Kansas,20,37411,430
Missouri,29,74221,1511
Vermont,50,1541,58
Virginia,51,110860,2436
Connecticut,09,51519,4460
Iowa,19,55331,1030
Louisiana,22,141861,4687
Ohio,39,113046,3955
Michigan,26,104829,6637
South Dakota,46,10884,159
Arkansas,05,55652,663
Delaware,10,16770,600
Mississippi,28,76323,2214
New Mexico,35,24095,739
North Dakota,38,9478,136
Wyoming,56,3524,37
Alaska,02,5401,28
Maine,23,4285,129
Alabama,01,113632,1996
Idaho,16,29510,305
Montana,30,6239,90
West Virginia,54,9066,170
