state,fips,cases,deaths
Washington,53,148691,2738
Illinois,17,647474,11967
California,06,1109844,18709
Arizona,04,296997,6459
Massachusetts,25,204155,10488
Wisconsin,55,372219,3155
Texas,48,1164314,21004
Nebraska,31,113225,933
Utah,49,173987,789
Oregon,41,63668,822
Florida,12,931819,17929
New York,36,595581,33737
Rhode Island,44,48001,1294
Georgia,13,430687,8940
New Hampshire,33,17281,508
North Carolina,37,333074,5035
New Jersey,34,303851,16746
Colorado,08,195220,2791
Maryland,24,180125,4415
Nevada,32,132610,2017
Tennessee,47,329490,4163
Hawaii,15,17182,229
Indiana,18,291838,5246
Kentucky,21,159035,1886
Minnesota,27,263008,3257
Oklahoma,40,170924,1624
Pennsylvania,42,307247,9862
South Carolina,45,205018,4274
District of Columbia,11,19961,670
Kansas,20,137295,1411
Missouri,29,279987,3684
Vermont,50,3546,63
Virginia,51,215679,3938
Connecticut,09,101469,4828
Iowa,19,209203,2191
Louisiana,22,216709,6233
Ohio,39,343286,5984
Michigan,26,328178,8874
South Dakota,46,72214,777
Arkansas,05,143821,2337
Delaware,10,31321,746
Mississippi,28,142401,3657
New Mexico,35,79440,1352
North Dakota,38,71546,840
Wyoming,56,27410,176
Alaska,02,27079,95
Maine,23,10123,174
Alabama,01,230708,3457
Idaho,16,91312,851
Montana,30,54542,604
West Virginia,54,39598,658
