state,fips,cases,deaths
Washington,53,336184,4886
Illinois,17,1173897,22368
California,06,3521230,48794
Arizona,04,805037,15439
Massachusetts,25,565794,15726
Wisconsin,55,610974,6856
Texas,48,2588291,42000
Nebraska,31,198949,2167
Utah,49,365314,1834
Oregon,41,152190,2155
Florida,12,1856419,29691
New York,36,1577454,46119
Rhode Island,44,123145,2376
Georgia,13,955724,16110
New Hampshire,33,72767,1152
North Carolina,37,841331,10863
New Jersey,34,761496,22784
Colorado,08,421327,5980
Maryland,24,375156,7677
Nevada,32,290399,4838
Tennessee,47,749512,10971
Hawaii,15,26962,427
Indiana,18,656433,12325
Kentucky,21,398665,4562
Minnesota,27,477355,6480
Oklahoma,40,417345,4132
Pennsylvania,42,913825,23529
South Carolina,45,497937,8213
District of Columbia,11,39461,993
Kansas,20,293869,4614
Missouri,29,512272,8140
Vermont,50,14251,193
Virginia,51,559930,7098
Connecticut,09,273101,7523
Iowa,19,331747,5336
Louisiana,22,422287,9440
Ohio,39,949695,16693
Michigan,26,635349,16265
South Dakota,46,111018,1853
Arkansas,05,314713,5336
Delaware,10,84181,1343
Mississippi,28,289892,6534
New Mexico,35,182050,3601
North Dakota,38,99183,1465
Wyoming,56,53683,662
Alaska,02,56979,278
Maine,23,43224,656
Alabama,01,485212,9573
Idaho,16,169084,1829
Montana,30,98465,1340
West Virginia,54,129055,2248
