state,fips,cases,deaths
Washington,53,57299,1642
Illinois,17,176967,7661
California,06,486039,8884
Arizona,04,168361,3470
Massachusetts,25,116684,8580
Wisconsin,55,55119,920
Texas,48,421891,6834
Nebraska,31,25448,331
Utah,49,39339,297
Oregon,41,17805,313
Florida,12,451415,6332
New York,36,418302,32342
Rhode Island,44,18800,1007
Georgia,13,163547,3566
New Hampshire,33,6513,411
North Carolina,37,118027,1889
New Jersey,34,182641,15798
Colorado,08,45885,1826
Maryland,24,86846,3478
Nevada,32,45937,782
Tennessee,47,98145,1008
Hawaii,15,1842,25
Indiana,18,65918,2932
Kentucky,21,29479,746
Minnesota,27,52987,1629
Oklahoma,40,34605,523
Pennsylvania,42,114984,7219
South Carolina,45,85846,1615
District of Columbia,11,11999,584
Kansas,20,27177,349
Missouri,29,47683,1269
Vermont,50,1406,56
Virginia,51,87993,2125
Connecticut,09,49540,4425
Iowa,19,43623,854
Louisiana,22,112887,3883
Ohio,39,87893,3422
Michigan,26,89026,6426
South Dakota,46,8641,129
Arkansas,05,40968,434
Delaware,10,14602,581
Mississippi,28,55804,1563
New Mexico,35,20136,632
North Dakota,38,6231,106
Wyoming,56,2628,26
Alaska,02,3440,20
Maine,23,3866,121
Alabama,01,83782,1538
Idaho,16,19810,176
Montana,30,3695,54
West Virginia,54,6326,112
