state,fips,cases,deaths
Washington,53,385695,5427
Illinois,17,1300047,23920
California,06,3714406,60883
Arizona,04,852584,17153
Massachusetts,25,669282,17445
Wisconsin,55,650291,7412
Texas,48,2847550,49674
Nebraska,31,215986,2332
Utah,49,392157,2164
Oregon,41,173707,2471
Florida,12,2155736,34329
New York,36,1984884,50965
Rhode Island,44,144149,2647
Georgia,13,1057619,19107
New Hampshire,33,90910,1266
North Carolina,37,950078,12414
New Jersey,34,971782,25094
Colorado,08,490164,6326
Maryland,24,433545,8528
Nevada,32,310235,5365
Tennessee,47,816148,11951
Hawaii,15,31510,471
Indiana,18,707932,13211
Kentucky,21,439898,6415
Minnesota,27,552195,7073
Oklahoma,40,444863,6697
Pennsylvania,42,1104166,25681
South Carolina,45,567277,9309
District of Columbia,11,46449,1093
Kansas,20,308124,4953
Missouri,29,595499,9111
Vermont,50,21803,242
Virginia,51,643220,10549
Connecticut,09,329062,7995
Iowa,19,359260,5878
Louisiana,22,451955,10282
Ohio,39,1050112,18991
Michigan,26,867166,17848
South Dakota,46,120856,1952
Arkansas,05,333186,5692
Delaware,10,100322,1596
Mississippi,28,308737,7139
New Mexico,35,194868,4003
North Dakota,38,105588,1509
Wyoming,56,57267,703
Alaska,02,65390,318
Maine,23,56525,763
Alabama,01,521623,10739
Idaho,16,184886,2018
Montana,30,107057,1538
West Virginia,54,148071,2777
