state,fips,cases,deaths
Washington,53,1404,83
Illinois,17,583,5
California,06,1283,24
Arizona,04,70,1
Massachusetts,25,413,1
Wisconsin,55,216,3
Texas,48,386,5
Nebraska,31,53,0
Utah,49,112,0
Oregon,41,114,3
Florida,12,564,9
New York,36,7113,68
Rhode Island,44,44,0
Georgia,13,482,14
New Hampshire,33,55,0
North Carolina,37,144,0
New Jersey,34,896,11
Colorado,08,364,5
Maryland,24,150,2
Nevada,32,165,2
Tennessee,47,237,0
Hawaii,15,37,0
Indiana,18,81,5
Kentucky,21,63,2
Minnesota,27,115,0
Oklahoma,40,49,1
Pennsylvania,42,269,1
South Carolina,45,126,3
District of Columbia,11,71,0
Kansas,20,49,1
Missouri,29,73,3
Vermont,50,29,2
Virginia,51,115,2
Connecticut,09,194,4
Iowa,19,45,0
Louisiana,22,537,10
Ohio,39,169,1
Michigan,26,548,4
South Dakota,46,14,1
Arkansas,05,100,0
Delaware,10,39,0
Mississippi,28,80,1
New Mexico,35,43,0
North Dakota,38,27,0
Wyoming,56,22,0
Alaska,02,14,0
Maine,23,57,0
Alabama,01,106,0
Idaho,16,31,0
Montana,30,19,0
West Virginia,54,8,0
