state,fips,cases,deaths
Washington,53,16234,863
Illinois,17,65889,2843
California,06,58848,2386
Arizona,04,9305,395
Massachusetts,25,70271,4212
Wisconsin,55,8696,353
Texas,48,34286,955
Nebraska,31,6442,81
Utah,49,5449,56
Oregon,41,2839,113
Florida,12,37431,1470
New York,36,326659,25028
Rhode Island,44,9933,355
Georgia,13,28876,1277
New Hampshire,33,2636,92
North Carolina,37,12283,477
New Jersey,34,130593,8244
Colorado,08,17256,901
Maryland,24,27217,1390
Nevada,32,5665,276
Tennessee,47,13555,225
Hawaii,15,615,17
Indiana,18,21423,1326
Kentucky,21,5822,278
Minnesota,27,7851,455
Oklahoma,40,4127,247
Pennsylvania,42,53967,3206
South Carolina,45,6841,296
District of Columbia,11,5322,264
Kansas,20,5627,160
Missouri,29,8919,408
Vermont,50,907,52
Virginia,51,20256,713
Connecticut,09,30621,2633
Iowa,19,10111,207
Louisiana,22,30069,2115
Ohio,39,20969,1135
Michigan,26,44391,4179
South Dakota,46,2720,24
Arkansas,05,3525,83
Delaware,10,5371,187
Mississippi,28,8207,342
New Mexico,35,4137,162
North Dakota,38,1266,25
Wyoming,56,604,7
Alaska,02,369,7
Maine,23,1226,61
Alabama,01,8437,315
Idaho,16,2127,66
Montana,30,456,16
West Virginia,54,1243,50
