state,fips,cases,deaths
Washington,53,95500,2274
Illinois,17,311614,9138
California,06,843732,16358
Arizona,04,222558,5733
Massachusetts,25,136492,9557
Wisconsin,55,146376,1427
Texas,48,817166,16747
Nebraska,31,49396,516
Utah,49,80522,499
Oregon,41,35646,585
Florida,12,722699,14903
New York,36,472994,32850
Rhode Island,44,25776,1126
Georgia,13,330769,7089
New Hampshire,33,8800,448
North Carolina,37,223349,3716
New Jersey,34,211638,16152
Colorado,08,75410,2097
Maryland,24,129158,3973
Nevada,32,83500,1639
Tennessee,47,204286,2615
Hawaii,15,13196,162
Indiana,18,130569,3727
Kentucky,21,78669,1261
Minnesota,27,106704,2154
Oklahoma,40,94352,1075
Pennsylvania,42,171550,8347
South Carolina,45,153705,3502
District of Columbia,11,15697,632
Kansas,20,65131,725
Missouri,29,141262,2334
Vermont,50,1827,58
Virginia,51,153691,3303
Connecticut,09,59364,4522
Iowa,19,95205,1419
Louisiana,22,172625,5604
Ohio,39,162723,4970
Michigan,26,145131,7171
South Dakota,46,25906,258
Arkansas,05,88880,1482
Delaware,10,21550,649
Mississippi,28,102241,3051
New Mexico,35,31372,896
North Dakota,38,24861,308
Wyoming,56,6899,53
Alaska,02,9784,55
Maine,23,5604,142
Alabama,01,161418,2601
Idaho,16,46233,502
Montana,30,16194,193
West Virginia,54,17139,369
