state,fips,cases,deaths
Washington,53,328246,4675
Illinois,17,1155802,21869
California,06,3450163,45436
Arizona,04,790271,14507
Massachusetts,25,548946,15207
Wisconsin,55,603257,6708
Texas,48,2532070,40297
Nebraska,31,195828,2109
Utah,49,357339,1766
Oregon,41,148475,2060
Florida,12,1798272,28207
New York,36,1504316,44851
Rhode Island,44,119893,2259
Georgia,13,926947,14966
New Hampshire,33,69247,1116
North Carolina,37,810595,10226
New Jersey,34,732674,22191
Colorado,08,410384,5868
Maryland,24,366845,7446
Nevada,32,285869,4585
Tennessee,47,735597,10626
Hawaii,15,26507,420
Indiana,18,646476,12001
Kentucky,21,387043,4339
Minnesota,27,469973,6387
Oklahoma,40,407724,3900
Pennsylvania,42,886115,22795
South Carolina,45,473140,7742
District of Columbia,11,38348,965
Kansas,20,287914,4303
Missouri,29,505526,7606
Vermont,50,13122,187
Virginia,51,537319,6932
Connecticut,09,265496,7326
Iowa,19,327061,5174
Louisiana,22,414687,9212
Ohio,39,928631,11856
Michigan,26,624683,15929
South Dakota,46,109580,1815
Arkansas,05,309940,5174
Delaware,10,81461,1245
Mississippi,28,283753,6367
New Mexico,35,178790,3463
North Dakota,38,98244,1459
Wyoming,56,52874,647
Alaska,02,55701,269
Maine,23,41883,641
Alabama,01,476067,8888
Idaho,16,166656,1793
Montana,30,96678,1321
West Virginia,54,125951,2175
