state,fips,cases,deaths
Washington,53,112580,2468
Illinois,17,416557,10030
California,06,935248,17661
Arizona,04,245962,5979
Massachusetts,25,158576,9991
Wisconsin,55,237870,2092
Texas,48,953451,18549
Nebraska,31,70761,654
Utah,49,114670,604
Oregon,41,44923,690
Florida,12,802539,16760
New York,36,512223,33152
Rhode Island,44,32874,1201
Georgia,13,372631,7790
New Hampshire,33,11084,483
North Carolina,37,274805,4400
New Jersey,34,239679,16350
Colorado,08,107844,2309
Maryland,24,145593,4147
Nevada,32,100844,1779
Tennessee,47,256923,3322
Hawaii,15,15207,218
Indiana,18,181837,4332
Kentucky,21,109244,1551
Minnesota,27,148526,2511
Oklahoma,40,122762,1337
Pennsylvania,42,212816,8883
South Carolina,45,176612,3935
District of Columbia,11,17266,646
Kansas,20,86771,1029
Missouri,29,189925,3090
Vermont,50,2179,58
Virginia,51,181190,3654
Connecticut,09,71207,4616
Iowa,19,128798,1716
Louisiana,22,186649,5919
Ohio,39,215697,5301
Michigan,26,197164,7699
South Dakota,46,45992,425
Arkansas,05,112190,1925
Delaware,10,24951,708
Mississippi,28,120160,3334
New Mexico,35,46490,1018
North Dakota,38,43921,529
Wyoming,56,13298,87
Alaska,02,16247,77
Maine,23,6668,147
Alabama,01,192285,2967
Idaho,16,64797,630
Montana,30,32801,377
West Virginia,54,24460,457
