state,fips,cases,deaths
Washington,53,243547,3300
Illinois,17,944402,17476
California,06,2208953,24529
Arizona,04,504616,8469
Massachusetts,25,356934,12158
Wisconsin,55,510137,5065
Texas,48,1711986,27245
Nebraska,31,163903,1625
Utah,49,266590,1223
Oregon,41,110303,1438
Florida,12,1280169,21307
New York,36,938710,37118
Rhode Island,44,85602,1742
Georgia,13,614716,10363
New Hampshire,33,41670,715
North Carolina,37,521990,6601
New Jersey,34,465910,18651
Colorado,08,328249,4699
Maryland,24,269442,5740
Nevada,32,218653,2973
Tennessee,47,552794,6524
Hawaii,15,21109,283
Indiana,18,499256,7886
Kentucky,21,261009,2871
Minnesota,27,410197,5219
Oklahoma,40,282587,2383
Pennsylvania,42,619425,15114
South Carolina,45,298050,5173
District of Columbia,11,28342,771
Kansas,20,219095,2548
Missouri,29,407193,5668
Vermont,50,7120,129
Virginia,51,336175,4861
Connecticut,09,181200,5904
Iowa,19,276649,3745
Louisiana,22,300539,7336
Ohio,39,675044,8571
Michigan,26,519291,12744
South Dakota,46,97658,1446
Arkansas,05,216528,3537
Delaware,10,55488,898
Mississippi,28,208089,4634
New Mexico,35,138659,2384
North Dakota,38,91565,1277
Wyoming,56,43704,405
Alaska,02,45674,192
Maine,23,22319,326
Alabama,01,347897,4712
Idaho,16,137449,1381
Montana,30,80080,927
West Virginia,54,81436,1263
