state,fips,cases,deaths
Washington,53,387312,5427
Illinois,17,1303011,23945
California,06,3716623,60949
Arizona,04,853050,17151
Massachusetts,25,671250,17455
Wisconsin,55,651136,7422
Texas,48,2849393,49724
Nebraska,31,216297,2336
Utah,49,392570,2164
Oregon,41,174501,2472
Florida,12,2162059,34403
New York,36,1991271,51034
Rhode Island,44,144149,2647
Georgia,13,1059242,19146
New Hampshire,33,91279,1266
North Carolina,37,950078,12416
New Jersey,34,975704,25134
Colorado,08,491130,6327
Maryland,24,435045,8545
Nevada,32,310235,5365
Tennessee,47,816230,11951
Hawaii,15,31606,471
Indiana,18,710409,13216
Kentucky,21,440422,6427
Minnesota,27,554614,7083
Oklahoma,40,444863,6697
Pennsylvania,42,1108538,25719
South Carolina,45,568258,9321
District of Columbia,11,46579,1095
Kansas,20,308119,4953
Missouri,29,588373,9115
Vermont,50,21869,242
Virginia,51,644828,10564
Connecticut,09,329062,7995
Iowa,19,359765,5882
Louisiana,22,451955,10282
Ohio,39,1052099,18991
Michigan,26,873016,17922
South Dakota,46,121056,1953
Arkansas,05,333407,5693
Delaware,10,100777,1602
Mississippi,28,309029,7153
New Mexico,35,194868,4003
North Dakota,38,105727,1510
Wyoming,56,57267,703
Alaska,02,65390,318
Maine,23,56939,764
Alabama,01,522131,10790
Idaho,16,184887,2018
Montana,30,107142,1546
West Virginia,54,148517,2780
