state,fips,cases,deaths
Washington,53,55547,1610
Illinois,17,174442,7619
California,06,467103,8544
Arizona,04,163918,3320
Massachusetts,25,115926,8536
Wisconsin,55,53323,905
Texas,48,402295,6292
Nebraska,31,24899,322
Utah,49,38439,285
Oregon,41,17122,289
Florida,12,432739,5930
New York,36,417056,32322
Rhode Island,44,18515,1004
Georgia,13,155907,3435
New Hampshire,33,6441,409
North Carolina,37,114612,1815
New Jersey,34,181732,15804
Colorado,08,44723,1800
Maryland,24,85436,3447
Nevada,32,43880,739
Tennessee,47,93869,965
Hawaii,15,1688,25
Indiana,18,64417,2906
Kentucky,21,28250,726
Minnesota,27,51843,1616
Oklahoma,40,32529,495
Pennsylvania,42,112995,7174
South Carolina,45,82417,1506
District of Columbia,11,11858,582
Kansas,20,26439,338
Missouri,29,44813,1245
Vermont,50,1402,56
Virginia,51,86072,2082
Connecticut,09,48983,4418
Iowa,19,42696,836
Louisiana,22,110029,3786
Ohio,39,85177,3344
Michigan,26,87329,6407
South Dakota,46,8444,123
Arkansas,05,39447,408
Delaware,10,14406,579
Mississippi,28,52957,1501
New Mexico,35,19502,619
North Dakota,38,5990,103
Wyoming,56,2520,25
Alaska,02,3204,19
Maine,23,3832,119
Alabama,01,81115,1491
Idaho,16,18836,159
Montana,30,3406,47
West Virginia,54,6054,106
