state,fips,cases,deaths
Washington,53,103323,2357
Illinois,17,352449,9520
California,06,882665,16987
Arizona,04,231933,5830
Massachusetts,25,144488,9753
Wisconsin,55,183177,1624
Texas,48,874080,17564
Nebraska,31,58817,568
Utah,49,95572,547
Oregon,41,39799,630
Florida,12,756719,16020
New York,36,490015,32990
Rhode Island,44,28347,1159
Georgia,13,350654,7479
New Hampshire,33,9746,468
North Carolina,37,247551,3969
New Jersey,34,222994,16214
Colorado,08,86727,2207
Maryland,24,136643,4041
Nevada,32,90978,1714
Tennessee,47,228267,2896
Hawaii,15,14218,186
Indiana,18,151588,3960
Kentucky,21,90443,1381
Minnesota,27,124492,2292
Oklahoma,40,108073,1173
Pennsylvania,42,188442,8562
South Carolina,45,164609,3661
District of Columbia,11,16395,641
Kansas,20,74616,872
Missouri,29,164249,2660
Vermont,50,1946,58
Virginia,51,166828,3457
Connecticut,09,64021,4554
Iowa,19,108114,1548
Louisiana,22,179070,5766
Ohio,39,183624,5075
Michigan,26,164055,7364
South Dakota,46,33836,323
Arkansas,05,99597,1714
Delaware,10,23196,666
Mississippi,28,110592,3171
New Mexico,35,37302,935
North Dakota,38,32642,413
Wyoming,56,9311,57
Alaska,02,12138,63
Maine,23,5962,146
Alabama,01,173485,2789
Idaho,16,54123,535
Montana,30,23503,242
West Virginia,54,20293,399
