state,fips,cases,deaths
Washington,53,12981,717
Illinois,17,36935,1696
California,06,39534,1548
Arizona,04,5769,257
Massachusetts,25,46023,2360
Wisconsin,55,5125,257
Texas,48,22706,601
Nebraska,31,2190,46
Utah,49,3621,35
Oregon,41,2127,83
Florida,12,29640,986
New York,36,267932,20212
Rhode Island,44,6256,189
Georgia,13,20905,871
New Hampshire,33,1670,51
North Carolina,37,7608,253
New Jersey,34,99989,5368
Colorado,08,11262,557
Maryland,24,15805,748
Nevada,32,4208,195
Tennessee,47,8169,172
Hawaii,15,590,12
Indiana,18,13196,811
Kentucky,21,3548,194
Minnesota,27,2942,200
Oklahoma,40,3017,179
Pennsylvania,42,38334,1723
South Carolina,45,4917,150
District of Columbia,11,3361,139
Kansas,20,2626,112
Missouri,29,6321,248
Vermont,50,825,42
Virginia,51,10999,375
Connecticut,09,23100,1639
Iowa,19,3939,96
Louisiana,22,25798,1599
Ohio,39,14694,656
Michigan,26,35253,2977
South Dakota,46,1956,9
Arkansas,05,2599,45
Delaware,10,3308,92
Mississippi,28,5153,201
New Mexico,35,2379,78
North Dakota,38,709,15
Wyoming,56,453,7
Alaska,02,335,7
Maine,23,937,44
Alabama,01,5832,197
Idaho,16,1836,54
Montana,30,442,14
West Virginia,54,981,31
