state,fips,cases,deaths
Washington,53,224594,3168
Illinois,17,888478,16206
California,06,1809585,22496
Arizona,04,444038,7819
Massachusetts,25,314926,11610
Wisconsin,55,486364,4635
Texas,48,1571925,25608
Nebraska,31,155764,1500
Utah,49,246562,1140
Oregon,41,100309,1306
Florida,12,1181475,20400
New York,36,832033,35775
Rhode Island,44,77812,1625
Georgia,13,556615,10009
New Hampshire,33,34960,638
North Carolina,37,468195,6172
New Jersey,34,425134,18124
Colorado,08,305622,4323
Maryland,24,246816,5358
Nevada,32,200032,2728
Tennessee,47,490304,5897
Hawaii,15,19937,279
Indiana,18,456028,7265
Kentucky,21,240345,2618
Minnesota,27,391948,4782
Oklahoma,40,251760,2161
Pennsylvania,42,544417,13664
South Carolina,45,267076,4872
District of Columbia,11,26104,728
Kansas,20,203646,2341
Missouri,29,382181,5170
Vermont,50,6243,107
Virginia,51,299388,4598
Connecticut,09,162782,5581
Iowa,19,264729,3451
Louisiana,22,282434,6994
Ohio,39,605862,7967
Michigan,26,491339,11861
South Dakota,46,93772,1330
Arkansas,05,197421,3139
Delaware,10,49109,854
Mississippi,28,190411,4354
New Mexico,35,127500,2128
North Dakota,38,89563,1231
Wyoming,56,41359,351
Alaska,02,43132,176
Maine,23,18337,281
Alabama,01,315683,4296
Idaho,16,128498,1280
Montana,30,76056,855
West Virginia,54,69751,1091
