state,fips,cases,deaths
Washington,53,327397,4635
Illinois,17,1152942,21802
California,06,3441573,44973
Arizona,04,788540,14317
Massachusetts,25,546896,15124
Wisconsin,55,602256,6669
Texas,48,2518970,39973
Nebraska,31,195327,2100
Utah,49,356040,1748
Oregon,41,147932,2050
Florida,12,1790735,28047
New York,36,1497732,44683
Rhode Island,44,119434,2248
Georgia,13,923544,14849
New Hampshire,33,68918,1109
North Carolina,37,806972,10088
New Jersey,34,728304,22103
Colorado,08,409652,5842
Maryland,24,365708,7413
Nevada,32,285178,4565
Tennessee,47,732979,10528
Hawaii,15,26456,415
Indiana,18,645034,11942
Kentucky,21,384958,4304
Minnesota,27,469322,6376
Oklahoma,40,406064,3870
Pennsylvania,42,883005,22656
South Carolina,45,470311,7693
District of Columbia,11,38281,961
Kansas,20,286066,4197
Missouri,29,504342,7589
Vermont,50,13105,186
Virginia,51,534116,6898
Connecticut,09,264608,7298
Iowa,19,326150,5145
Louisiana,22,414354,9162
Ohio,39,925350,11793
Michigan,26,623343,15914
South Dakota,46,109405,1809
Arkansas,05,308848,5148
Delaware,10,81210,1221
Mississippi,28,282969,6342
New Mexico,35,178280,3432
North Dakota,38,98205,1457
Wyoming,56,52830,647
Alaska,02,55500,269
Maine,23,41630,639
Alabama,01,474666,8579
Idaho,16,166241,1782
Montana,30,96371,1316
West Virginia,54,125522,2150
