state,fips,cases,deaths
Washington,53,360203,5250
Illinois,17,1231154,23408
California,06,3650833,58160
Arizona,04,837849,16842
Massachusetts,25,619816,16970
Wisconsin,55,631508,7264
Texas,48,2766575,47864
Nebraska,31,207634,2273
Utah,49,382791,2082
Oregon,41,162461,2380
Florida,12,2021648,32849
New York,36,1814919,49231
Rhode Island,44,134807,2606
Georgia,13,1024530,18091
New Hampshire,33,81521,1228
North Carolina,37,906759,11975
New Jersey,34,877936,24293
Colorado,08,456069,6158
Maryland,24,402785,8214
Nevada,32,301749,5203
Tennessee,47,789976,11687
Hawaii,15,29005,454
Indiana,18,683330,12975
Kentucky,21,426210,5911
Minnesota,27,508609,6866
Oklahoma,40,436135,4850
Pennsylvania,42,1001913,24934
South Carolina,45,543925,9055
District of Columbia,11,43595,1053
Kansas,20,303211,4881
Missouri,29,580405,8892
Vermont,50,18028,222
Virginia,51,608704,10143
Connecticut,09,302022,7852
Iowa,19,347590,5689
Louisiana,22,442221,10056
Ohio,39,1004670,18382
Michigan,26,706303,16940
South Dakota,46,116370,1924
Arkansas,05,329177,5560
Delaware,10,92819,1535
Mississippi,28,303625,6981
New Mexico,35,190275,3911
North Dakota,38,102032,1495
Wyoming,56,55887,695
Alaska,02,61411,298
Maine,23,48972,731
Alabama,01,512711,10487
Idaho,16,178663,1955
Montana,30,103796,1431
West Virginia,54,138818,2619
