state,fips,cases,deaths
Washington,53,101533,2338
Illinois,17,341219,9447
California,06,874101,16901
Arizona,04,229508,5806
Massachusetts,25,142346,9702
Wisconsin,55,175652,1588
Texas,48,859567,17454
Nebraska,31,56724,556
Utah,49,91966,539
Oregon,41,38947,620
Florida,12,748429,15829
New York,36,485838,32944
Rhode Island,44,27691,1152
Georgia,13,345879,7382
New Hampshire,33,9514,465
North Carolina,37,242032,3938
New Jersey,34,219593,16202
Colorado,08,83712,2196
Maryland,24,134822,4032
Nevada,32,88832,1707
Tennessee,47,220099,2847
Hawaii,15,14007,184
Indiana,18,145915,3887
Kentucky,21,87764,1349
Minnesota,27,119449,2265
Oklahoma,40,105308,1154
Pennsylvania,42,184185,8524
South Carolina,45,162253,3615
District of Columbia,11,16255,641
Kansas,20,72509,859
Missouri,29,158764,2550
Vermont,50,1915,58
Virginia,51,164124,3408
Connecticut,09,62830,4542
Iowa,19,105746,1524
Louisiana,22,177726,5727
Ohio,39,177991,5054
Michigan,26,159144,7320
South Dakota,46,31805,307
Arkansas,05,97539,1665
Delaware,10,22724,662
Mississippi,28,109255,3160
New Mexico,35,35770,928
North Dakota,38,30522,393
Wyoming,56,8665,57
Alaska,02,11496,62
Maine,23,5865,145
Alabama,01,170374,2786
Idaho,16,52234,529
Montana,30,21674,235
West Virginia,54,19580,396
