state,fips,cases,deaths
Washington,53,293739,3974
Illinois,17,1074719,20119
California,06,3032260,33742
Arizona,04,679282,11265
Massachusetts,25,473441,13705
Wisconsin,55,569335,5930
Texas,48,2138574,32858
Nebraska,31,183228,1908
Utah,49,324919,1500
Oregon,41,133851,1811
Florida,12,1579273,24273
New York,36,1256228,40753
Rhode Island,44,104443,2005
Georgia,13,796307,11967
New Hampshire,33,57864,933
North Carolina,37,676315,8131
New Jersey,34,631074,20458
Colorado,08,378311,5462
Maryland,24,328417,6596
Nevada,32,262867,3784
Tennessee,47,674915,8350
Hawaii,15,24424,319
Indiana,18,595760,9340
Kentucky,21,331982,3462
Minnesota,27,447417,6007
Oklahoma,40,356816,2994
Pennsylvania,42,776490,19390
South Carolina,45,391464,6248
District of Columbia,11,34033,857
Kansas,20,262519,3525
Missouri,29,469352,6655
Vermont,50,10220,163
Virginia,51,446550,5739
Connecticut,09,230125,6670
Iowa,19,306082,4324
Louisiana,22,369951,8253
Ohio,39,831066,10281
Michigan,26,583846,14677
South Dakota,46,105659,1667
Arkansas,05,272263,4343
Delaware,10,70910,1016
Mississippi,28,253932,5524
New Mexico,35,164263,2960
North Dakota,38,95956,1406
Wyoming,56,49708,522
Alaska,02,51785,220
Maine,23,33876,514
Alabama,01,424028,6121
Idaho,16,155641,1609
Montana,30,89584,1093
West Virginia,54,109809,1784
