state,fips,cases,deaths
Washington,53,288127,3949
Illinois,17,1055550,19728
California,06,2898652,32246
Arizona,04,653546,10876
Massachusetts,25,454402,13433
Wisconsin,55,561160,5729
Texas,48,2071932,31819
Nebraska,31,181091,1885
Utah,49,317559,1461
Oregon,41,130246,1737
Florida,12,1531184,23612
New York,36,1193710,39997
Rhode Island,44,103386,1996
Georgia,13,766917,11599
New Hampshire,33,54778,897
North Carolina,37,651533,7888
New Jersey,34,609721,20253
Colorado,08,371362,5385
Maryland,24,318002,6449
Nevada,32,256463,3664
Tennessee,47,658431,8155
Hawaii,15,23827,315
Indiana,18,581534,9202
Kentucky,21,320466,3373
Minnesota,27,442003,5885
Oklahoma,40,344506,2882
Pennsylvania,42,754441,18752
South Carolina,45,371180,5934
District of Columbia,11,32820,842
Kansas,20,255393,3355
Missouri,29,462318,6590
Vermont,50,9573,162
Virginia,51,417839,5626
Connecticut,09,221544,6553
Iowa,19,302559,4251
Louisiana,22,361148,8080
Ohio,39,807293,9990
Michigan,26,575306,14500
South Dakota,46,104512,1614
Arkansas,05,264511,4228
Delaware,10,68065,995
Mississippi,28,245847,5356
New Mexico,35,160543,2838
North Dakota,38,95385,1372
Wyoming,56,48701,522
Alaska,02,50861,219
Maine,23,31958,461
Alabama,01,414583,5945
Idaho,16,153506,1593
Montana,30,88190,1079
West Virginia,54,105219,1702
