state,fips,cases,deaths
Washington,53,17187,903
Illinois,17,70802,3139
California,06,62481,2561
Arizona,04,9945,450
Massachusetts,25,73721,4552
Wisconsin,55,9369,374
Texas,48,36682,1016
Nebraska,31,7190,91
Utah,49,5724,61
Oregon,41,2989,121
Florida,12,38820,1599
New York,36,332931,26206
Rhode Island,44,10530,388
Georgia,13,30524,1332
New Hampshire,33,2843,114
North Carolina,37,13431,521
New Jersey,34,133635,8801
Colorado,08,18264,942
Maryland,24,29476,1503
Nevada,32,5858,293
Tennessee,47,14108,238
Hawaii,15,619,17
Indiana,18,22942,1414
Kentucky,21,6173,302
Minnesota,27,9364,508
Oklahoma,40,4330,260
Pennsylvania,42,56149,3599
South Carolina,45,7142,316
District of Columbia,11,5654,285
Kansas,20,6240,164
Missouri,29,9409,449
Vermont,50,916,53
Virginia,51,21570,769
Connecticut,09,31784,2797
Iowa,19,11059,231
Louisiana,22,30725,2208
Ohio,39,22131,1271
Michigan,26,45643,4343
South Dakota,46,2905,31
Arkansas,05,3694,88
Delaware,10,5939,202
Mississippi,28,8686,396
New Mexico,35,4492,172
North Dakota,38,1371,31
Wyoming,56,635,7
Alaska,02,373,8
Maine,23,1330,62
Alabama,01,9046,369
Idaho,16,2178,67
Montana,30,456,16
West Virginia,54,1298,51
