state,fips,cases,deaths
Washington,53,381537,5391
Illinois,17,1288969,23826
California,06,3706765,60508
Arizona,04,850860,17105
Massachusetts,25,662699,17413
Wisconsin,55,647301,7394
Texas,48,2837713,49454
Nebraska,31,214936,2337
Utah,49,390708,2161
Oregon,41,171404,2458
Florida,12,2134906,34119
New York,36,1965610,50745
Rhode Island,44,142774,2640
Georgia,13,1052708,18944
New Hampshire,33,89605,1257
North Carolina,37,942864,12335
New Jersey,34,959920,24945
Colorado,08,484079,6306
Maryland,24,428985,8484
Nevada,32,308755,5339
Tennessee,47,811905,11921
Hawaii,15,31175,468
Indiana,18,704072,13167
Kentucky,21,437685,6358
Minnesota,27,545482,7040
Oklahoma,40,443882,6669
Pennsylvania,42,1087116,25527
South Carolina,45,564128,9289
District of Columbia,11,46016,1085
Kansas,20,306998,4930
Missouri,29,593025,9077
Vermont,50,21388,233
Virginia,51,638910,10506
Connecticut,09,325689,7974
Iowa,19,357739,5858
Louisiana,22,450279,10255
Ohio,39,1043729,18917
Michigan,26,840729,17648
South Dakota,46,120154,1947
Arkansas,05,332446,5673
Delaware,10,99135,1587
Mississippi,28,307836,7119
New Mexico,35,194164,3990
North Dakota,38,105070,1504
Wyoming,56,57070,703
Alaska,02,64809,300
Maine,23,54827,753
Alabama,01,520503,10722
Idaho,16,184119,2002
Montana,30,106536,1526
West Virginia,54,146790,2747
