state,fips,cases,deaths
Washington,53,32489,1305
Illinois,17,141812,7059
California,06,207027,5872
Arizona,04,66676,1537
Massachusetts,25,108070,8012
Wisconsin,55,29718,775
Texas,48,142582,2362
Nebraska,31,18524,270
Utah,49,20218,166
Oregon,41,8008,204
Florida,12,122952,3365
New York,36,395972,31075
Rhode Island,44,16661,927
Georgia,13,69542,2727
New Hampshire,33,5671,365
North Carolina,37,59257,1319
New Jersey,34,172438,14914
Colorado,08,31780,1673
Maryland,24,66704,3142
Nevada,32,15359,498
Tennessee,47,38802,569
Hawaii,15,850,17
Indiana,18,45269,2595
Kentucky,21,15033,575
Minnesota,27,34651,1446
Oklahoma,40,12343,377
Pennsylvania,42,88950,6625
South Carolina,45,30335,694
District of Columbia,11,10185,546
Kansas,20,13729,266
Missouri,29,20567,1019
Vermont,50,1198,56
Virginia,51,60570,1700
Connecticut,09,46059,4307
Iowa,19,27828,704
Louisiana,22,54882,3190
Ohio,39,48638,2788
Michigan,26,69473,6138
South Dakota,46,6535,88
Arkansas,05,18740,249
Delaware,10,11017,507
Mississippi,28,25066,1022
New Mexico,35,11408,489
North Dakota,38,3430,87
Wyoming,56,1368,20
Alaska,02,1001,12
Maine,23,3102,103
Alabama,01,34183,907
Idaho,16,5149,91
Montana,30,829,22
West Virginia,54,2729,92
