state,fips,cases,deaths
Washington,53,245692,3433
Illinois,17,950122,17606
California,06,2243119,24954
Arizona,04,510548,8647
Massachusetts,25,361079,12218
Wisconsin,55,513056,5157
Texas,48,1735809,27499
Nebraska,31,164892,1641
Utah,49,269326,1238
Oregon,41,111258,1457
Florida,12,1292244,21408
New York,36,950730,37256
Rhode Island,44,86789,1760
Georgia,13,623901,10439
New Hampshire,33,42697,735
North Carolina,37,526439,6630
New Jersey,34,469567,18777
Colorado,08,330118,4758
Maryland,24,271267,5803
Nevada,32,220378,3035
Tennessee,47,557554,6647
Hawaii,15,21180,283
Indiana,18,503242,8051
Kentucky,21,264150,2903
Minnesota,27,411169,5255
Oklahoma,40,283781,2405
Pennsylvania,42,628083,15389
South Carolina,45,300602,5198
District of Columbia,11,28535,775
Kansas,20,219415,2548
Missouri,29,410334,5766
Vermont,50,7202,130
Virginia,51,340297,4920
Connecticut,09,181967,5924
Iowa,19,278310,3812
Louisiana,22,304485,7397
Ohio,39,682570,8722
Michigan,26,523085,12956
South Dakota,46,98158,1446
Arkansas,05,219246,3603
Delaware,10,56189,898
Mississippi,28,210032,4719
New Mexico,35,139908,2405
North Dakota,38,91836,1283
Wyoming,56,43923,405
Alaska,02,45856,193
Maine,23,22909,333
Alabama,01,351804,4737
Idaho,16,138909,1396
Montana,30,80516,939
West Virginia,54,82773,1284
