state,fips,cases,deaths
Washington,53,22618,1126
Illinois,17,119290,5368
California,06,110100,4214
Arizona,04,19255,903
Massachusetts,25,96301,6768
Wisconsin,55,18515,588
Texas,48,63396,1676
Nebraska,31,13905,177
Utah,49,9551,112
Oregon,41,4185,153
Florida,12,55416,2446
New York,36,374471,29612
Rhode Island,44,14819,711
Georgia,13,44336,1973
New Hampshire,33,4545,242
North Carolina,37,27761,903
New Jersey,34,159608,11634
Colorado,08,26084,1443
Maryland,24,52662,2509
Nevada,32,8519,417
Tennessee,47,22676,360
Hawaii,15,641,17
Indiana,18,35064,2125
Kentucky,21,9887,441
Minnesota,27,24200,1036
Oklahoma,40,6418,334
Pennsylvania,42,75789,5537
South Carolina,45,11394,487
District of Columbia,11,8717,462
Kansas,20,9847,209
Missouri,29,13118,782
Vermont,50,977,55
Virginia,51,43611,1370
Connecticut,09,42022,3912
Iowa,19,19336,531
Louisiana,22,39682,2785
Ohio,39,35034,2149
Michigan,26,56848,5463
South Dakota,46,4960,62
Arkansas,05,7013,133
Delaware,10,9422,361
Mississippi,28,15229,723
New Mexico,35,7624,351
North Dakota,38,2557,63
Wyoming,56,898,16
Alaska,02,441,8
Maine,23,2282,89
Alabama,01,17359,618
Idaho,16,2840,82
Montana,30,505,17
West Virginia,54,1989,75
