state,fips,cases,deaths
Washington,53,304107,4182
Illinois,17,1101037,20645
California,06,3164286,36818
Arizona,04,717593,12170
Massachusetts,25,496093,14064
Wisconsin,55,580003,6187
Texas,48,2242145,34859
Nebraska,31,187974,1966
Utah,49,334889,1582
Oregon,41,137600,1882
Florida,12,1639906,25163
New York,36,1323569,41694
Rhode Island,44,109735,2083
Georgia,13,838057,12834
New Hampshire,33,61576,981
North Carolina,37,715283,8623
New Jersey,34,657536,20934
Colorado,08,386432,5561
Maryland,24,339482,6837
Nevada,32,269928,4017
Tennessee,47,692048,8736
Hawaii,15,24950,333
Indiana,18,611600,9693
Kentucky,21,348040,3657
Minnesota,27,453876,6131
Oklahoma,40,370149,3231
Pennsylvania,42,805272,20526
South Carolina,45,413789,6479
District of Columbia,11,35077,870
Kansas,20,269611,3598
Missouri,29,480183,6949
Vermont,50,10908,170
Virginia,51,468655,6079
Connecticut,09,237815,6819
Iowa,19,312625,4486
Louisiana,22,380255,8483
Ohio,39,859841,10680
Michigan,26,595320,15170
South Dakota,46,106963,1696
Arkansas,05,282995,4563
Delaware,10,73915,1036
Mississippi,28,263023,5752
New Mexico,35,168579,3117
North Dakota,38,96745,1436
Wyoming,56,50583,571
Alaska,02,52820,250
Maine,23,36598,544
Alabama,01,439442,6657
Idaho,16,159406,1670
Montana,30,91448,1142
West Virginia,54,114752,1872
