state,fips,cases,deaths
Washington,53,28270,1229
Illinois,17,135416,6687
California,06,163381,5283
Arizona,04,41159,1252
Massachusetts,25,106151,7733
Wisconsin,55,26167,719
Texas,48,99466,2099
Nebraska,31,17226,239
Utah,49,15464,149
Oregon,41,6235,183
Florida,12,82711,3017
New York,36,389910,30722
Rhode Island,44,16213,876
Georgia,13,57217,2536
New Hampshire,33,5436,330
North Carolina,37,47142,1198
New Jersey,34,167703,12769
Colorado,08,29658,1631
Maryland,24,63565,2996
Nevada,32,11852,473
Tennessee,47,32112,493
Hawaii,15,732,17
Indiana,18,42036,2475
Kentucky,21,13190,536
Minnesota,27,31328,1357
Oklahoma,40,8903,364
Pennsylvania,42,84387,6376
South Carolina,45,20556,617
District of Columbia,11,9847,523
Kansas,20,11801,248
Missouri,29,17151,924
Vermont,50,1130,55
Virginia,51,55775,1583
Connecticut,09,45429,4219
Iowa,19,24616,677
Louisiana,22,48746,3062
Ohio,39,42422,2611
Michigan,26,66694,6041
South Dakota,46,6050,78
Arkansas,05,13606,197
Delaware,10,10444,426
Mississippi,28,20641,938
New Mexico,35,10065,452
North Dakota,38,3170,78
Wyoming,56,1114,18
Alaska,02,776,10
Maine,23,2836,102
Alabama,01,27312,790
Idaho,16,3634,89
Montana,30,630,20
West Virginia,54,2376,88
