state,fips,cases,deaths
Washington,53,237689,3268
Illinois,17,932427,17155
California,06,2064691,23964
Arizona,04,486993,8409
Massachusetts,25,341925,11963
Wisconsin,55,505345,5028
Texas,48,1663094,27042
Nebraska,31,161960,1594
Utah,49,260589,1205
Oregon,41,107833,1431
Florida,12,1247538,20994
New York,36,909123,36739
Rhode Island,44,82066,1704
Georgia,13,603246,10303
New Hampshire,33,38902,690
North Carolina,37,498005,6420
New Jersey,34,456847,18595
Colorado,08,323329,4631
Maryland,24,263326,5659
Nevada,32,214077,2943
Tennessee,47,541267,6367
Hawaii,15,20861,283
Indiana,18,491125,7770
Kentucky,21,253824,2782
Minnesota,27,404462,5109
Oklahoma,40,272553,2328
Pennsylvania,42,602605,14892
South Carolina,45,285028,5043
District of Columbia,11,27436,756
Kansas,20,213076,2507
Missouri,29,400714,5633
Vermont,50,6781,120
Virginia,51,327993,4820
Connecticut,09,172743,5791
Iowa,19,274266,3744
Louisiana,22,296499,7272
Ohio,39,653650,8456
Michigan,26,508171,12406
South Dakota,46,96546,1430
Arkansas,05,213267,3438
Delaware,10,53653,891
Mississippi,28,204178,4562
New Mexico,35,136622,2309
North Dakota,38,91229,1271
Wyoming,56,42664,373
Alaska,02,44876,191
Maine,23,21547,319
Alabama,01,342426,4680
Idaho,16,135383,1353
Montana,30,79066,918
West Virginia,54,78836,1247
