state,fips,cases,deaths
Washington,53,265790,3681
Illinois,17,1001955,18738
California,06,2548733,28040
Arizona,04,578623,9467
Massachusetts,25,404053,12836
Wisconsin,55,535999,5442
Texas,48,1889528,29278
Nebraska,31,173625,1756
Utah,49,292720,1333
Oregon,41,120243,1571
Florida,12,1409898,22316
New York,36,1064554,38486
Rhode Island,44,95463,1890
Georgia,13,690137,10814
New Hampshire,33,48838,816
North Carolina,37,584694,7149
New Jersey,34,557271,19523
Colorado,08,350560,5080
Maryland,24,293079,6132
Nevada,32,237775,3301
Tennessee,47,610347,7312
Hawaii,15,22325,297
Indiana,18,542235,8743
Kentucky,21,289992,3135
Minnesota,27,427655,5596
Oklahoma,40,311573,2633
Pennsylvania,42,689162,16960
South Carolina,45,333235,5582
District of Columbia,11,30482,806
Kansas,20,239988,3027
Missouri,29,435687,6167
Vermont,50,8158,152
Virginia,51,377300,5226
Connecticut,09,199454,6230
Iowa,19,290776,4060
Louisiana,22,333524,7681
Ohio,39,742817,9368
Michigan,26,549467,13657
South Dakota,46,101684,1519
Arkansas,05,242593,3901
Delaware,10,61729,947
Mississippi,28,228235,5013
New Mexico,35,149984,2643
North Dakota,38,93839,1341
Wyoming,56,45890,464
Alaska,02,48636,211
Maine,23,27090,372
Alabama,01,384184,4994
Idaho,16,146322,1495
Montana,30,84155,1015
West Virginia,54,94678,1481
