state,fips,cases,deaths
Washington,53,352116,5183
Illinois,17,1211440,23188
California,06,3621094,56349
Arizona,04,832094,16546
Massachusetts,25,600616,16614
Wisconsin,55,625045,7180
Texas,48,2724913,46532
Nebraska,31,204886,2236
Utah,49,378041,2021
Oregon,41,159427,2329
Florida,12,1973101,32224
New York,36,1734933,48370
Rhode Island,44,130502,2567
Georgia,13,1007740,17666
New Hampshire,33,78319,1199
North Carolina,37,887595,11716
New Jersey,34,834714,23888
Colorado,08,445139,6118
Maryland,24,392763,8038
Nevada,32,299142,5119
Tennessee,47,775718,11536
Hawaii,15,28218,447
Indiana,18,675127,12846
Kentucky,21,419195,5113
Minnesota,27,496463,6809
Oklahoma,40,431991,4701
Pennsylvania,42,969095,24576
South Carolina,45,532549,8870
District of Columbia,11,42432,1040
Kansas,20,300702,4824
Missouri,29,574386,8769
Vermont,50,16698,214
Virginia,51,593562,9985
Connecticut,09,290577,7765
Iowa,19,342705,5634
Louisiana,22,436482,9861
Ohio,39,988298,17871
Michigan,26,669720,16759
South Dakota,46,114493,1909
Arkansas,05,326813,5455
Delaware,10,90156,1504
Mississippi,28,300577,6896
New Mexico,35,188167,3852
North Dakota,38,100973,1488
Wyoming,56,55163,691
Alaska,02,59796,292
Maine,23,46856,724
Alabama,01,503305,10327
Idaho,16,175305,1913
Montana,30,101801,1393
West Virginia,54,135149,2519
