state,fips,cases,deaths
Washington,53,85101,2123
Illinois,17,271370,8643
California,06,776944,14807
Arizona,04,211663,5411
Massachusetts,25,126128,9260
Wisconsin,55,100619,1240
Texas,48,710423,14909
Nebraska,31,39921,457
Utah,49,60662,437
Oregon,41,30068,521
Florida,12,674448,13085
New York,36,451971,32669
Rhode Island,44,23488,1085
Georgia,13,284219,6328
New Hampshire,33,7814,438
North Carolina,37,190307,3208
New Jersey,34,200152,16057
Colorado,08,63613,2016
Maryland,24,119017,3861
Nevada,32,74792,1509
Tennessee,47,175702,2141
Hawaii,15,11211,106
Indiana,18,110863,3478
Kentucky,21,63412,1127
Minnesota,27,86774,1994
Oklahoma,40,73318,930
Pennsylvania,42,152813,7978
South Carolina,45,135446,3158
District of Columbia,11,14790,619
Kansas,20,52039,586
Missouri,29,110554,1864
Vermont,50,1705,58
Virginia,51,137460,2920
Connecticut,09,55386,4488
Iowa,19,77865,1257
Louisiana,22,160343,5311
Ohio,39,141585,4580
Michigan,26,126794,6956
South Dakota,46,17686,193
Arkansas,05,73211,1166
Delaware,10,19318,619
Mississippi,28,91935,2780
New Mexico,35,27199,836
North Dakota,38,16726,185
Wyoming,56,4652,49
Alaska,02,7413,41
Maine,23,4962,138
Alabama,01,141757,2401
Idaho,16,36924,435
Montana,30,9721,143
West Virginia,54,13430,294
