state,fips,cases,deaths
Washington,53,2101,110
Illinois,17,1285,12
California,06,2240,39
Arizona,04,234,2
Massachusetts,25,777,9
Wisconsin,55,418,5
Texas,48,728,7
Nebraska,31,73,0
Utah,49,257,1
Oregon,41,191,5
Florida,12,1222,18
New York,36,20899,183
Rhode Island,44,106,0
Georgia,13,800,25
New Hampshire,33,101,1
North Carolina,37,302,0
New Jersey,34,2844,27
Colorado,08,721,10
Maryland,24,290,3
Nevada,32,265,4
Tennessee,47,522,2
Hawaii,15,77,0
Indiana,18,264,12
Kentucky,21,124,3
Minnesota,27,235,1
Oklahoma,40,81,2
Pennsylvania,42,644,6
South Carolina,45,299,5
District of Columbia,11,116,2
Kansas,20,82,2
Missouri,29,183,4
Vermont,50,75,2
Virginia,51,254,6
Connecticut,09,415,10
Iowa,19,105,0
Louisiana,22,1172,34
Ohio,39,444,6
Michigan,26,1324,16
South Dakota,46,28,1
Arkansas,05,201,0
Delaware,10,87,0
Mississippi,28,249,1
New Mexico,35,83,0
North Dakota,38,32,0
Wyoming,56,28,0
Alaska,02,36,0
Maine,23,107,0
Alabama,01,196,0
Idaho,16,50,0
Montana,30,45,0
West Virginia,54,16,0
