state,fips,cases,deaths
Washington,53,108966,2438
Illinois,17,389088,9860
California,06,918627,17478
Arizona,04,240158,5891
Massachusetts,25,153037,9888
Wisconsin,55,217447,1896
Texas,48,924475,18155
Nebraska,31,65552,626
Utah,49,107246,579
Oregon,41,42821,665
Florida,12,786303,16504
New York,36,503387,33092
Rhode Island,44,31445,1188
Georgia,13,365498,7661
New Hampshire,33,10530,475
North Carolina,37,264334,4236
New Jersey,34,233120,16306
Colorado,08,99111,2265
Maryland,24,142237,4108
Nevada,32,97138,1757
Tennessee,47,247688,3176
Hawaii,15,14920,214
Indiana,18,168996,4194
Kentucky,21,101700,1493
Minnesota,27,137589,2421
Oklahoma,40,118409,1273
Pennsylvania,42,203520,8760
South Carolina,45,172579,3842
District of Columbia,11,16906,644
Kansas,20,80761,979
Missouri,29,179457,2912
Vermont,50,2113,58
Virginia,51,175409,3600
Connecticut,09,68637,4595
Iowa,19,118852,1680
Louisiana,22,184724,5872
Ohio,39,202740,5239
Michigan,26,182284,7585
South Dakota,46,40730,375
Arkansas,05,107679,1857
Delaware,10,24249,686
Mississippi,28,116617,3283
New Mexico,35,43169,980
North Dakota,38,39135,481
Wyoming,56,11806,77
Alaska,02,14699,66
Maine,23,6311,146
Alabama,01,186437,2892
Idaho,16,61282,588
Montana,30,29422,309
West Virginia,54,22706,432
