state,fips,cases,deaths
Washington,53,251064,3523
Illinois,17,965840,17979
California,06,2307769,25965
Arizona,04,523829,8879
Massachusetts,25,375178,12423
Wisconsin,55,520438,5245
Texas,48,1772163,28155
Nebraska,31,167795,1690
Utah,49,276612,1270
Oregon,41,113929,1485
Florida,12,1323307,21672
New York,36,979040,37557
Rhode Island,44,87949,1777
Georgia,13,644065,10588
New Hampshire,33,44028,759
North Carolina,37,541070,6811
New Jersey,34,479381,19042
Colorado,08,335579,4879
Maryland,24,276834,5895
Nevada,32,225165,3136
Tennessee,47,572579,6846
Hawaii,15,21459,286
Indiana,18,514455,8263
Kentucky,21,268828,2956
Minnesota,27,415361,5382
Oklahoma,40,290936,2489
Pennsylvania,42,646060,16020
South Carolina,45,307507,5296
District of Columbia,11,28983,786
Kansas,20,225455,2741
Missouri,29,418637,5887
Vermont,50,7412,136
Virginia,51,349584,5032
Connecticut,09,185708,5995
Iowa,19,281712,3891
Louisiana,22,315275,7488
Ohio,39,700380,8962
Michigan,26,527199,13010
South Dakota,46,99164,1488
Arkansas,05,225138,3676
Delaware,10,57456,926
Mississippi,28,215811,4787
New Mexico,35,142897,2479
North Dakota,38,92502,1299
Wyoming,56,44409,438
Alaska,02,46740,198
Maine,23,24201,347
Alabama,01,361226,4827
Idaho,16,141388,1438
Montana,30,81701,962
West Virginia,54,85334,1338
