county,state,fips,cases,deaths
Wright,Missouri,29229,0,0
Worth,Missouri,29227,0,0
Washington,Missouri,29221,0,0
Webster,Missouri,29225,0,0
Wayne,Missouri,29223,0,0
Stoddard,Missouri,29207,0,0
Shelby,Missouri,29205,0,0
Stone,Missouri,29209,0,0
Shannon,Missouri,29203,0,0
Scott,Missouri,29201,0,0
Warren,Missouri,29219,0,0
Vernon,Missouri,29217,0,0
Campbell,Wyoming,56005,0,0
Sullivan,Missouri,29211,0,0
Carbon,Wyoming,56007,0,0
Albany,Wyoming,56001,0,0
Texas,Missouri,29215,0,0
Taney,Missouri,29213,0,0
Big Horn,Wyoming,56003,0,0
Converse,Wyoming,56009,0,0
Franklin,Kansas,20059,0,0
Ford,Kansas,20057,0,0
Floyd,Iowa,19067,0,0
Finney,Kansas,20055,0,0
Franklin,Iowa,19069,0,0
Ellsworth,Kansas,20053,0,0
Emmet,Iowa,19063,0,0
Fayette,Iowa,19065,0,0
Dubuque,Iowa,19061,0,0
Montgomery,Virginia,51121,0,0
Nelson,Virginia,51125,0,0
Ellis,Kansas,20051,0,0
New Kent,Virginia,51127,0,0
Gray,Kansas,20069,0,0
Grant,Kansas,20067,0,0
Guthrie,Iowa,19077,0,0
Graham,Kansas,20065,0,0
Hamilton,Iowa,19079,0,0
Washoe,Nevada,32031,0,0
Greene,Iowa,19073,0,0
Grundy,Iowa,19075,0,0
Fremont,Iowa,19071,0,0
Northampton,Virginia,51131,0,0
Northumberland,Virginia,51133,0,0
Nottoway,Virginia,51135,0,0
White Pine,Nevada,32033,0,0
Orange,Virginia,51137,0,0
Gove,Kansas,20063,0,0
Page,Virginia,51139,0,0
Geary,Kansas,20061,0,0
Dallas,Iowa,19049,0,0
Newport,Rhode Island,44005,0,0
Crawford,Kansas,20037,0,0
Providence,Rhode Island,44007,0,0
Cowley,Kansas,20035,0,0
Bristol,Rhode Island,44001,0,0
Clinton,Iowa,19045,0,0
Comanche,Kansas,20033,0,0
Kent,Rhode Island,44003,0,0
Crawford,Iowa,19047,0,0
Coffey,Kansas,20031,0,0
Clay,Iowa,19041,0,0
Clayton,Iowa,19043,0,0
Washington,Rhode Island,44009,0,0
Decatur,Kansas,20039,0,0
Pershing,Nevada,32027,0,0
Patrick,Virginia,51141,0,0
Nye,Nevada,32023,0,0
Pittsylvania,Virginia,51143,0,0
Mineral,Nevada,32021,0,0
Powhatan,Virginia,51145,0,0
Prince Edward,Virginia,51147,0,0
Prince George,Virginia,51149,0,0
Storey,Nevada,32029,0,0
Elk,Kansas,20049,0,0
Dickinson,Iowa,19059,0,0
Edwards,Kansas,20047,0,0
Douglas,Kansas,20045,0,0
Delaware,Iowa,19055,0,0
Doniphan,Kansas,20043,0,0
Des Moines,Iowa,19057,0,0
Davis,Iowa,19051,0,0
Decatur,Iowa,19053,0,0
Lincoln,Nevada,32017,0,0
Prince William,Virginia,51153,0,0
Lander,Nevada,32015,0,0
Pulaski,Virginia,51155,0,0
Humboldt,Nevada,32013,0,0
Rappahannock,Virginia,51157,0,0
Eureka,Nevada,32011,0,0
Richmond,Virginia,51159,0,0
Dickinson,Kansas,20041,0,0
Lyon,Nevada,32019,0,0
Carroll,Iowa,19027,0,0
Butler,Kansas,20015,0,0
Cass,Iowa,19029,0,0
Brown,Kansas,20013,0,0
Butler,Iowa,19023,0,0
Bourbon,Kansas,20011,0,0
Calhoun,Iowa,19025,0,0
Buena Vista,Iowa,19021,0,0
Chautauqua,Kansas,20019,0,0
Chase,Kansas,20017,0,0
Douglas,Nevada,32005,0,0
Roanoke,Virginia,51161,0,0
Clark,Nevada,32003,0,0
Rockbridge,Virginia,51163,0,0
Churchill,Nevada,32001,0,0
Rockingham,Virginia,51165,0,0
Russell,Virginia,51167,0,0
Scott,Virginia,51169,0,0
Esmeralda,Nevada,32009,0,0
Elko,Nevada,32007,0,0
Clay,Kansas,20027,0,0
Chickasaw,Iowa,19037,0,0
Clark,Kansas,20025,0,0
Clarke,Iowa,19039,0,0
Cheyenne,Kansas,20023,0,0
Cerro Gordo,Iowa,19033,0,0
Cherokee,Kansas,20021,0,0
Cherokee,Iowa,19035,0,0
Cedar,Iowa,19031,0,0
Shenandoah,Virginia,51171,0,0
Cloud,Kansas,20029,0,0
