county,state,fips,cases,deaths
Wright,Missouri,29229,77,0
Worth,Missouri,29227,10,0
Washington,Missouri,29221,169,1
Webster,Missouri,29225,166,1
Wayne,Missouri,29223,71,0
Stoddard,Missouri,29207,250,9
Shelby,Missouri,29205,43,0
Stone,Missouri,29209,223,1
Shannon,Missouri,29203,45,1
Scott,Missouri,29201,519,13
Warren,Missouri,29219,285,0
Vernon,Missouri,29217,68,0
Campbell,Wyoming,56005,155,1
Sullivan,Missouri,29211,155,0
Carbon,Wyoming,56007,180,1
Albany,Wyoming,56001,107,0
Texas,Missouri,29215,73,1
Taney,Missouri,29213,816,3
Big Horn,Wyoming,56003,39,1
Converse,Wyoming,56009,34,0
Franklin,Kansas,20059,243,2
Ford,Kansas,20057,2237,10
Floyd,Iowa,19067,179,3
Finney,Kansas,20055,1832,12
Franklin,Iowa,19069,268,16
Ellsworth,Kansas,20053,24,0
Emmet,Iowa,19063,209,6
Fayette,Iowa,19065,114,0
Dubuque,Iowa,19061,1868,34
Montgomery,Virginia,51121,341,3
Nelson,Virginia,51125,76,0
Ellis,Kansas,20051,167,1
New Kent,Virginia,51127,137,1
Gray,Kansas,20069,82,0
Grant,Kansas,20067,136,3
Guthrie,Iowa,19077,155,5
Graham,Kansas,20065,18,0
Hamilton,Iowa,19079,242,2
Washoe,Nevada,32031,6545,131
Greene,Iowa,19073,43,0
Grundy,Iowa,19075,104,1
Fremont,Iowa,19071,50,0
Northampton,Virginia,51131,301,29
Northumberland,Virginia,51133,81,3
Nottoway,Virginia,51135,183,14
White Pine,Nevada,32033,20,1
Orange,Virginia,51137,243,3
Gove,Kansas,20063,6,0
Page,Virginia,51139,357,25
Geary,Kansas,20061,235,2
Dallas,Iowa,19049,2056,35
Newport,Rhode Island,44005,411,6
Crawford,Kansas,20037,423,1
Providence,Rhode Island,44007,16142,826
Cowley,Kansas,20035,203,2
Bristol,Rhode Island,44001,329,15
Clinton,Iowa,19045,600,5
Comanche,Kansas,20033,9,0
Kent,Rhode Island,44003,1592,103
Crawford,Iowa,19047,769,3
Coffey,Kansas,20031,73,8
Clay,Iowa,19041,226,1
Clayton,Iowa,19043,139,3
Washington,Rhode Island,44009,659,65
Decatur,Kansas,20039,6,0
Pershing,Nevada,32027,17,0
Patrick,Virginia,51141,190,9
Nye,Nevada,32023,449,13
Pittsylvania,Virginia,51143,603,2
Mineral,Nevada,32021,12,0
Powhatan,Virginia,51145,172,4
Prince Edward,Virginia,51147,447,11
Prince George,Virginia,51149,475,2
Storey,Nevada,32029,6,0
Elk,Kansas,20049,1,0
Dickinson,Iowa,19059,393,5
Edwards,Kansas,20047,19,0
Douglas,Kansas,20045,870,5
Delaware,Iowa,19055,151,2
Doniphan,Kansas,20043,52,0
Des Moines,Iowa,19057,368,2
Davis,Iowa,19051,72,2
Decatur,Iowa,19053,32,0
Lincoln,Nevada,32017,5,0
Prince William,Virginia,51153,10100,180
Lander,Nevada,32015,54,1
Pulaski,Virginia,51155,99,3
Humboldt,Nevada,32013,105,4
Rappahannock,Virginia,51157,47,2
Eureka,Nevada,32011,5,0
Richmond,Virginia,51159,326,4
Dickinson,Kansas,20041,53,1
Lyon,Nevada,32019,281,6
Carroll,Iowa,19027,269,2
Butler,Kansas,20015,363,2
Cass,Iowa,19029,102,2
Brown,Kansas,20013,52,0
Butler,Iowa,19023,149,2
Bourbon,Kansas,20011,92,2
Calhoun,Iowa,19025,97,2
Buena Vista,Iowa,19021,1809,12
Chautauqua,Kansas,20019,7,0
Chase,Kansas,20017,58,0
Douglas,Nevada,32005,223,1
Roanoke,Virginia,51161,542,4
Clark,Nevada,32003,54795,1006
Rockbridge,Virginia,51163,80,1
Churchill,Nevada,32001,86,1
Rockingham,Virginia,51165,987,20
Russell,Virginia,51167,166,4
Scott,Virginia,51169,133,3
Esmeralda,Nevada,32009,0,0
Elko,Nevada,32007,700,3
Clay,Kansas,20027,23,2
Chickasaw,Iowa,19037,79,0
Clark,Kansas,20025,46,1
Clarke,Iowa,19039,216,3
Cheyenne,Kansas,20023,5,0
Cerro Gordo,Iowa,19033,691,20
Cherokee,Kansas,20021,186,1
Cherokee,Iowa,19035,123,1
Cedar,Iowa,19031,142,1
Shenandoah,Virginia,51171,749,47
Cloud,Kansas,20029,43,1
Smyth,Virginia,51173,192,3
Southampton,Virginia,51175,311,13
Spotsylvania,Virginia,51177,1662,35
Stafford,Virginia,51179,1556,10
Allamakee,Iowa,19005,164,4
Appanoose,Iowa,19007,62,3
Adair,Iowa,19001,42,1
Adams,Iowa,19003,20,0
Surry,Virginia,51181,53,2
Sussex,Virginia,51183,319,9
Tazewell,Virginia,51185,145,0
Warren,Virginia,51187,380,6
Audubon,Iowa,19009,30,1
Atchison,Kansas,20005,99,0
Boone,Iowa,19015,302,3
Anderson,Kansas,20003,32,0
Bremer,Iowa,19017,257,7
Allen,Kansas,20001,23,0
Benton,Iowa,19011,181,1
Black Hawk,Iowa,19013,3433,67
Washington,Virginia,51191,297,7
Barton,Kansas,20009,198,4
Westmoreland,Virginia,51193,219,3
Barber,Kansas,20007,6,0
Wise,Virginia,51195,269,5
Wythe,Virginia,51197,131,3
York,Virginia,51199,413,4
Buchanan,Iowa,19019,157,1
Navarro,Texas,48349,1217,18
Carter,Tennessee,47019,688,9
Carroll,Tennessee,47017,449,6
Nacogdoches,Texas,48347,1244,44
Cannon,Tennessee,47015,175,0
Motley,Texas,48345,6,0
Mora,New Mexico,35033,6,0
McKinley,New Mexico,35031,4141,236
Rio Arriba,New Mexico,35039,336,10
Haines Borough,Alaska,02100,10,0
Quay,New Mexico,35037,58,1
Otero,New Mexico,35035,1112,11
Campbell,Tennessee,47013,288,2
Morris,Texas,48343,137,3
Bradley,Tennessee,47011,2247,16
Moore,Texas,48341,1100,15
Blount,Tennessee,47009,1648,15
Montgomery,Texas,48339,7743,110
Bledsoe,Tennessee,47007,759,3
Benton,Tennessee,47005,205,3
Montague,Texas,48337,96,2
Bedford,Tennessee,47003,1016,13
Mitchell,Texas,48335,72,1
Hidalgo,New Mexico,35023,93,0
Harding,New Mexico,35021,2,0
Luna,New Mexico,35029,263,5
Los Alamos,New Mexico,35028,24,0
Lincoln,New Mexico,35027,161,2
Lea,New Mexico,35025,995,7
Anderson,Tennessee,47001,808,6
Mills,Texas,48333,30,0
Milam,Texas,48331,396,4
Midland,Texas,48329,2978,60
Menard,Texas,48327,19,0
Medina,Texas,48325,1063,33
Maverick,Texas,48323,2596,57
Sagadahoc,Maine,23023,58,0
De Baca,New Mexico,35011,0,0
Somerset,Maine,23025,42,1
Waldo,Maine,23027,64,14
Washington,Maine,23029,15,0
Guadalupe,New Mexico,35019,32,0
Grant,New Mexico,35017,75,2
Kenai Peninsula Borough,Alaska,02122,542,1
Eddy,New Mexico,35015,397,5
Piscataquis,Maine,23021,7,0
Doña Ana,New Mexico,35013,2696,37
Matagorda,Texas,48321,848,37
Mason,Texas,48319,64,0
Martin,Texas,48317,68,5
Marion,Texas,48315,136,10
Madison,Texas,48313,685,3
Bernalillo,New Mexico,35001,5474,146
Curry,New Mexico,35009,619,3
Colfax,New Mexico,35007,19,1
Cibola,New Mexico,35006,719,19
Chaves,New Mexico,35005,581,6
York,Maine,23031,713,14
Juneau City and Borough,Alaska,02110,232,1
Catron,New Mexico,35003,5,1
McMullen,Texas,48311,10,0
Hancock,Maine,23009,42,1
McCulloch,Texas,48307,71,1
Lynn,Texas,48305,76,4
Lubbock,Texas,48303,6750,92
Loving,Texas,48301,0,0
Androscoggin,Maine,23001,582,9
Aroostook,Maine,23003,35,1
Cumberland,Maine,23005,2148,69
Franklin,Maine,23007,47,1
McLennan,Texas,48309,5595,78
Knox,Maine,23013,28,1
Lincoln,Maine,23015,35,1
Oxford,Maine,23017,59,0
Penobscot,Maine,23019,202,5
Kennebec,Maine,23011,175,11
King William,Virginia,51101,104,2
District of Columbia,District of Columbia,11001,13409,601
Lancaster,Virginia,51103,52,0
Lee,Virginia,51105,153,2
Loudoun,Virginia,51107,5614,115
Louisa,Virginia,51109,223,2
Lunenburg,Virginia,51111,74,1
Madison,Virginia,51113,78,1
Mathews,Virginia,51115,23,0
Mecklenburg,Virginia,51117,470,33
Middlesex,Virginia,51119,54,1
Winnebago,Illinois,17201,3981,144
Woodford,Illinois,17203,219,3
Van Buren,Michigan,26159,531,14
Sanilac,Michigan,26151,116,6
Knox,Tennessee,47093,5858,52
Schoolcraft,Michigan,26153,14,0
Johnson,Tennessee,47091,366,1
Shiawassee,Michigan,26155,367,29
Northwest Arctic Borough,Alaska,02188,54,0
Tuscola,Michigan,26157,394,29
North Slope Borough,Alaska,02185,34,0
Lawrence,Tennessee,47099,678,8
Nome Census Area,Alaska,02180,30,0
Lauderdale,Tennessee,47097,598,11
Lake,Tennessee,47095,809,1
Hickman,Tennessee,47081,323,1
Washtenaw,Michigan,26161,3235,124
Wayne,Michigan,26163,29647,2854
Matanuska-Susitna Borough,Alaska,02170,420,2
Wexford,Michigan,26165,80,4
Jefferson,Tennessee,47089,671,4
Jackson,Tennessee,47087,174,1
Humphreys,Tennessee,47085,147,3
Houston,Tennessee,47083,70,0
Otsego,Michigan,26137,147,11
Ottawa,Michigan,26139,1978,61
Hardin,Tennessee,47071,563,8
Ontonagon,Michigan,26131,29,0
Osceola,Michigan,26133,72,0
Oscoda,Michigan,26135,29,1
Henry,Tennessee,47079,368,4
Henderson,Tennessee,47077,750,4
Haywood,Tennessee,47075,655,9
Hawkins,Tennessee,47073,613,10
Hardeman,Tennessee,47069,1133,22
St. Clair,Michigan,26147,866,53
St. Joseph,Michigan,26149,644,10
Petersburg Borough,Alaska,02195,11,0
Refugio,Texas,48391,247,9
Presque Isle,Michigan,26141,21,1
Roscommon,Michigan,26143,60,3
Prince of Wales-Hyder Census Area,Alaska,02198,17,0
Saginaw,Michigan,26145,2268,129
Runnels,Texas,48399,170,3
Hancock,Tennessee,47067,87,2
Hamilton,Tennessee,47065,7223,63
Rockwall,Texas,48397,1246,18
Hamblen,Tennessee,47063,1539,16
Robertson,Texas,48395,241,3
Grundy,Tennessee,47061,139,2
Roberts,Texas,48393,6,0
Ward,North Dakota,38101,343,1
Greene,Tennessee,47059,669,9
Wells,North Dakota,38103,26,0
Reeves,Texas,48389,158,5
Monroe,Michigan,26115,1136,25
Montcalm,Michigan,26117,209,3
Montmorency,Michigan,26119,11,0
Midland,Michigan,26111,369,10
Missaukee,Michigan,26113,42,1
Williams,North Dakota,38105,316,2
Grainger,Tennessee,47057,242,1
Red River,Texas,48387,140,13
Giles,Tennessee,47055,424,14
Real,Texas,48385,91,5
Gibson,Tennessee,47053,912,11
Reagan,Texas,48383,70,5
Franklin,Tennessee,47051,400,4
Randall,Texas,48381,2010,30
Fentress,Tennessee,47049,137,0
Fayette,Tennessee,47047,797,10
Rains,Texas,48379,55,1
Oakland,Michigan,26125,16885,1146
