county,state,fips,cases,deaths
Wright,Missouri,29229,31,0
Worth,Missouri,29227,4,0
Washington,Missouri,29221,26,1
Webster,Missouri,29225,47,1
Wayne,Missouri,29223,5,0
Stoddard,Missouri,29207,150,9
Shelby,Missouri,29205,4,0
Stone,Missouri,29209,21,0
Shannon,Missouri,29203,23,0
Scott,Missouri,29201,192,11
Warren,Missouri,29219,67,0
Vernon,Missouri,29217,28,0
Campbell,Wyoming,56005,80,0
Sullivan,Missouri,29211,118,0
Carbon,Wyoming,56007,29,1
Albany,Wyoming,56001,45,0
Texas,Missouri,29215,10,0
Taney,Missouri,29213,119,2
Big Horn,Wyoming,56003,26,0
Converse,Wyoming,56009,27,0
Franklin,Kansas,20059,90,1
Ford,Kansas,20057,2021,10
Floyd,Iowa,19067,75,2
Finney,Kansas,20055,1595,10
Franklin,Iowa,19069,99,0
Ellsworth,Kansas,20053,11,0
Emmet,Iowa,19063,92,0
Fayette,Iowa,19065,54,0
Dubuque,Iowa,19061,835,22
Montgomery,Virginia,51121,172,3
Nelson,Virginia,51125,22,0
Ellis,Kansas,20051,35,0
New Kent,Virginia,51127,62,1
Gray,Kansas,20069,28,0
Grant,Kansas,20067,57,2
Guthrie,Iowa,19077,72,4
Graham,Kansas,20065,3,0
Hamilton,Iowa,19079,194,1
Washoe,Nevada,32031,3459,89
Greene,Iowa,19073,29,0
Grundy,Iowa,19075,43,0
Fremont,Iowa,19071,8,0
Northampton,Virginia,51131,272,28
Northumberland,Virginia,51133,37,1
Nottoway,Virginia,51135,114,4
White Pine,Nevada,32033,6,0
Orange,Virginia,51137,155,3
Gove,Kansas,20063,2,0
Page,Virginia,51139,295,23
Geary,Kansas,20061,101,1
Dallas,Iowa,19049,1335,31
Newport,Rhode Island,44005,331,6
Crawford,Kansas,20037,294,1
Providence,Rhode Island,44007,13144,774
Cowley,Kansas,20035,77,1
Bristol,Rhode Island,44001,256,15
Clinton,Iowa,19045,121,1
Comanche,Kansas,20033,3,0
Kent,Rhode Island,44003,1234,97
Crawford,Iowa,19047,679,3
Coffey,Kansas,20031,53,8
Clay,Iowa,19041,145,1
Clayton,Iowa,19043,47,3
Washington,Rhode Island,44009,538,63
Decatur,Kansas,20039,0,0
Pershing,Nevada,32027,10,0
Patrick,Virginia,51141,48,1
Nye,Nevada,32023,186,3
Pittsylvania,Virginia,51143,146,1
Mineral,Nevada,32021,5,0
Powhatan,Virginia,51145,86,2
Prince Edward,Virginia,51147,234,6
Prince George,Virginia,51149,254,2
Storey,Nevada,32029,2,0
Elk,Kansas,20049,1,0
Dickinson,Iowa,19059,286,3
Edwards,Kansas,20047,7,0
Douglas,Kansas,20045,377,0
Delaware,Iowa,19055,54,1
Doniphan,Kansas,20043,27,0
Des Moines,Iowa,19057,95,2
Davis,Iowa,19051,42,1
Decatur,Iowa,19053,12,0
Lincoln,Nevada,32017,2,0
Prince William,Virginia,51153,7687,155
Lander,Nevada,32015,38,0
Pulaski,Virginia,51155,48,2
Humboldt,Nevada,32013,89,4
Rappahannock,Virginia,51157,31,0
Eureka,Nevada,32011,1,0
Richmond,Virginia,51159,304,4
Dickinson,Kansas,20041,12,1
Lyon,Nevada,32019,136,2
Carroll,Iowa,19027,104,1
Butler,Kansas,20015,82,0
Cass,Iowa,19029,27,0
Brown,Kansas,20013,12,0
Butler,Iowa,19023,60,2
Bourbon,Kansas,20011,36,1
Calhoun,Iowa,19025,58,2
Buena Vista,Iowa,19021,1727,11
Chautauqua,Kansas,20019,5,0
Chase,Kansas,20017,5,0
Douglas,Nevada,32005,80,0
Roanoke,Virginia,51161,301,6
Clark,Nevada,32003,20622,468
Rockbridge,Virginia,51163,33,0
Churchill,Nevada,32001,26,1
Rockingham,Virginia,51165,763,12
Russell,Virginia,51167,15,0
Scott,Virginia,51169,11,2
Esmeralda,Nevada,32009,0,0
Elko,Nevada,32007,199,1
Clay,Kansas,20027,9,2
Chickasaw,Iowa,19037,29,0
Clark,Kansas,20025,34,1
Clarke,Iowa,19039,140,3
Cheyenne,Kansas,20023,2,0
Cerro Gordo,Iowa,19033,224,1
Cherokee,Kansas,20021,43,1
Cherokee,Iowa,19035,81,1
Cedar,Iowa,19031,89,1
Shenandoah,Virginia,51171,604,35
Cloud,Kansas,20029,25,0
Smyth,Virginia,51173,42,1
Southampton,Virginia,51175,168,9
Spotsylvania,Virginia,51177,1060,31
Stafford,Virginia,51179,1038,6
Allamakee,Iowa,19005,135,4
Appanoose,Iowa,19007,21,3
Adair,Iowa,19001,16,0
Adams,Iowa,19003,8,0
Surry,Virginia,51181,17,1
Sussex,Virginia,51183,210,7
Tazewell,Virginia,51185,23,0
Warren,Virginia,51187,303,7
Audubon,Iowa,19009,16,1
Atchison,Kansas,20005,42,0
Boone,Iowa,19015,160,1
Anderson,Kansas,20003,6,0
Bremer,Iowa,19017,102,7
Allen,Kansas,20001,5,0
Benton,Iowa,19011,72,1
Black Hawk,Iowa,19013,2400,59
Washington,Virginia,51191,74,4
Barton,Kansas,20009,62,2
Westmoreland,Virginia,51193,124,2
Barber,Kansas,20007,2,0
Wise,Virginia,51195,34,2
Wythe,Virginia,51197,57,1
York,Virginia,51199,140,3
Buchanan,Iowa,19019,61,1
Navarro,Texas,48349,493,7
Carter,Tennessee,47019,77,1
Carroll,Tennessee,47017,51,1
Nacogdoches,Texas,48347,516,29
Cannon,Tennessee,47015,45,0
Motley,Texas,48345,2,0
Mora,New Mexico,35033,0,0
McKinley,New Mexico,35031,3567,186
Rio Arriba,New Mexico,35039,128,1
Haines Borough,Alaska,02100,6,0
Quay,New Mexico,35037,12,1
Otero,New Mexico,35035,937,7
Campbell,Tennessee,47013,65,1
Morris,Texas,48343,50,0
Bradley,Tennessee,47011,889,4
Moore,Texas,48341,912,15
Blount,Tennessee,47009,280,3
Montgomery,Texas,48339,2876,40
Bledsoe,Tennessee,47007,625,1
Benton,Tennessee,47005,15,1
Montague,Texas,48337,25,1
Bedford,Tennessee,47003,595,9
Mitchell,Texas,48335,21,0
Hidalgo,New Mexico,35023,64,0
Harding,New Mexico,35021,1,0
Luna,New Mexico,35029,113,3
Los Alamos,New Mexico,35028,11,0
