county,state,fips,cases,deaths
Wright,Missouri,29229,10,0
Worth,Missouri,29227,3,0
Washington,Missouri,29221,9,1
Webster,Missouri,29225,17,0
Wayne,Missouri,29223,0,0
Stoddard,Missouri,29207,53,0
Shelby,Missouri,29205,1,0
Stone,Missouri,29209,4,0
Shannon,Missouri,29203,0,0
Scott,Missouri,29201,87,7
Warren,Missouri,29219,25,0
Vernon,Missouri,29217,5,0
Campbell,Wyoming,56005,29,0
Sullivan,Missouri,29211,36,0
Carbon,Wyoming,56007,14,1
Albany,Wyoming,56001,10,0
Texas,Missouri,29215,0,0
Taney,Missouri,29213,12,2
Big Horn,Wyoming,56003,3,0
Converse,Wyoming,56009,23,0
Franklin,Kansas,20059,32,0
Ford,Kansas,20057,1403,2
Floyd,Iowa,19067,11,1
Finney,Kansas,20055,1316,6
Franklin,Iowa,19069,7,0
Ellsworth,Kansas,20053,2,0
Emmet,Iowa,19063,1,0
Fayette,Iowa,19065,25,0
Dubuque,Iowa,19061,276,10
Montgomery,Virginia,51121,66,1
Nelson,Virginia,51125,12,0
Ellis,Kansas,20051,9,0
New Kent,Virginia,51127,26,1
Gray,Kansas,20069,14,0
Grant,Kansas,20067,14,0
Guthrie,Iowa,19077,38,2
Graham,Kansas,20065,0,0
Hamilton,Iowa,19079,11,0
Washoe,Nevada,32031,1266,48
Greene,Iowa,19073,13,0
Grundy,Iowa,19075,17,0
Fremont,Iowa,19071,3,0
Northampton,Virginia,51131,198,9
Northumberland,Virginia,51133,18,1
Nottoway,Virginia,51135,18,0
White Pine,Nevada,32033,3,0
Orange,Virginia,51137,60,0
Gove,Kansas,20063,1,0
Page,Virginia,51139,161,16
Geary,Kansas,20061,16,0
Dallas,Iowa,19049,788,11
Newport,Rhode Island,44005,197,4
Crawford,Kansas,20037,6,1
Providence,Rhode Island,44007,9112,342
Cowley,Kansas,20035,5,1
Bristol,Rhode Island,44001,172,1
Clinton,Iowa,19045,61,1
Comanche,Kansas,20033,0,0
Kent,Rhode Island,44003,883,46
Crawford,Iowa,19047,384,1
Coffey,Kansas,20031,50,8
Clay,Iowa,19041,9,0
Clayton,Iowa,19043,30,3
Washington,Rhode Island,44009,425,32
Decatur,Kansas,20039,0,0
Pershing,Nevada,32027,0,0
Patrick,Virginia,51141,8,0
Nye,Nevada,32023,56,1
Pittsylvania,Virginia,51143,24,1
Mineral,Nevada,32021,4,0
Powhatan,Virginia,51145,24,0
Prince Edward,Virginia,51147,77,2
Prince George,Virginia,51149,52,0
Storey,Nevada,32029,1,0
Elk,Kansas,20049,0,0
Dickinson,Iowa,19059,6,0
Edwards,Kansas,20047,5,0
Douglas,Kansas,20045,61,0
Delaware,Iowa,19055,12,0
Doniphan,Kansas,20043,9,0
Des Moines,Iowa,19057,39,1
Davis,Iowa,19051,13,0
Decatur,Iowa,19053,0,0
Lincoln,Nevada,32017,2,0
Prince William,Virginia,51153,3759,70
Lander,Nevada,32015,19,0
Pulaski,Virginia,51155,10,0
Humboldt,Nevada,32013,74,3
Rappahannock,Virginia,51157,12,0
Eureka,Nevada,32011,0,0
Richmond,Virginia,51159,263,4
Dickinson,Kansas,20041,2,0
Lyon,Nevada,32019,47,0
Carroll,Iowa,19027,8,0
Butler,Kansas,20015,23,0
Cass,Iowa,19029,2,0
Brown,Kansas,20013,5,0
Butler,Iowa,19023,14,0
Bourbon,Kansas,20011,6,1
Calhoun,Iowa,19025,1,0
Buena Vista,Iowa,19021,113,0
Chautauqua,Kansas,20019,4,0
Chase,Kansas,20017,3,0
Douglas,Nevada,32005,25,0
Roanoke,Virginia,51161,86,3
Clark,Nevada,32003,5463,296
Rockbridge,Virginia,51163,11,0
Churchill,Nevada,32001,7,1
Rockingham,Virginia,51165,397,2
Russell,Virginia,51167,8,0
Scott,Virginia,51169,7,2
Esmeralda,Nevada,32009,0,0
Elko,Nevada,32007,21,1
Clay,Kansas,20027,5,1
Chickasaw,Iowa,19037,7,0
Clark,Kansas,20025,21,0
Clarke,Iowa,19039,18,0
Cheyenne,Kansas,20023,2,0
Cerro Gordo,Iowa,19033,18,0
Cherokee,Kansas,20021,8,0
Cherokee,Iowa,19035,9,0
Cedar,Iowa,19031,42,1
Shenandoah,Virginia,51171,319,12
Cloud,Kansas,20029,4,0
Smyth,Virginia,51173,15,0
Southampton,Virginia,51175,137,2
Spotsylvania,Virginia,51177,319,4
Stafford,Virginia,51179,484,4
Allamakee,Iowa,19005,114,4
Appanoose,Iowa,19007,8,3
Adair,Iowa,19001,6,0
Adams,Iowa,19003,1,0
Surry,Virginia,51181,6,1
Sussex,Virginia,51183,91,1
Tazewell,Virginia,51185,6,0
Warren,Virginia,51187,99,2
Audubon,Iowa,19009,11,1
Atchison,Kansas,20005,15,0
Boone,Iowa,19015,42,0
Anderson,Kansas,20003,1,0
Bremer,Iowa,19017,64,5
Allen,Kansas,20001,0,0
Benton,Iowa,19011,36,1
Black Hawk,Iowa,19013,1603,30
Washington,Virginia,51191,49,3
Barton,Kansas,20009,31,1
Westmoreland,Virginia,51193,42,0
Barber,Kansas,20007,1,0
Wise,Virginia,51195,23,2
Wythe,Virginia,51197,16,1
York,Virginia,51199,63,3
Buchanan,Iowa,19019,26,0
Navarro,Texas,48349,38,2
Carter,Tennessee,47019,19,1
Carroll,Tennessee,47017,25,1
Nacogdoches,Texas,48347,239,17
Cannon,Tennessee,47015,13,0
Motley,Texas,48345,1,0
Mora,New Mexico,35033,0,0
McKinley,New Mexico,35031,1953,78
Rio Arriba,New Mexico,35039,33,0
Haines Borough,Alaska,02100,0,0
Quay,New Mexico,35037,5,1
Otero,New Mexico,35035,99,1
Campbell,Tennessee,47013,17,1
Morris,Texas,48343,11,0
Bradley,Tennessee,47011,83,1
Moore,Texas,48341,567,12
Blount,Tennessee,47009,76,3
Montgomery,Texas,48339,817,18
Bledsoe,Tennessee,47007,607,1
Benton,Tennessee,47005,7,1
Montague,Texas,48337,9,1
Bedford,Tennessee,47003,254,4
Mitchell,Texas,48335,1,0
Hidalgo,New Mexico,35023,1,0
Harding,New Mexico,35021,1,0
Luna,New Mexico,35029,8,1
Los Alamos,New Mexico,35028,6,0
Lincoln,New Mexico,35027,3,0
Lea,New Mexico,35025,18,0
Anderson,Tennessee,47001,37,1
Mills,Texas,48333,0,0
Milam,Texas,48331,24,1
Midland,Texas,48329,122,12
Menard,Texas,48327,0,0
Medina,Texas,48325,58,2
Maverick,Texas,48323,74,0
Sagadahoc,Maine,23023,27,0
De Baca,New Mexico,35011,0,0
Somerset,Maine,23025,20,0
Waldo,Maine,23027,50,14
Washington,Maine,23029,2,0
Guadalupe,New Mexico,35019,19,0
Grant,New Mexico,35017,16,0
Kenai Peninsula Borough,Alaska,02122,25,1
Eddy,New Mexico,35015,17,1
Piscataquis,Maine,23021,1,0
Doña Ana,New Mexico,35013,320,2
Matagorda,Texas,48321,66,5
Mason,Texas,48319,31,0
Martin,Texas,48317,3,1
Marion,Texas,48315,16,0
Madison,Texas,48313,8,0
Bernalillo,New Mexico,35001,1218,59
Curry,New Mexico,35009,41,0
Colfax,New Mexico,35007,5,0
Cibola,New Mexico,35006,105,4
Chaves,New Mexico,35005,31,2
York,Maine,23031,302,8
Juneau City and Borough,Alaska,02110,30,0
Catron,New Mexico,35003,2,1
McMullen,Texas,48311,0,0
Hancock,Maine,23009,11,1
McCulloch,Texas,48307,3,0
Lynn,Texas,48305,5,1
Lubbock,Texas,48303,619,50
Loving,Texas,48301,0,0
Androscoggin,Maine,23001,139,2
Aroostook,Maine,23003,7,0
Cumberland,Maine,23005,852,36
Franklin,Maine,23007,33,1
McLennan,Texas,48309,98,4
Knox,Maine,23013,20,0
Lincoln,Maine,23015,17,0
Oxford,Maine,23017,17,0
Penobscot,Maine,23019,93,1
Kennebec,Maine,23011,121,8
King William,Virginia,51101,15,0
District of Columbia,District of Columbia,11001,7270,392
Lancaster,Virginia,51103,7,0
Lee,Virginia,51105,10,0
Loudoun,Virginia,51107,1486,48
Louisa,Virginia,51109,60,0
Lunenburg,Virginia,51111,7,0
Madison,Virginia,51113,24,1
Mathews,Virginia,51115,5,0
Mecklenburg,Virginia,51117,169,16
Middlesex,Virginia,51119,12,0
Winnebago,Illinois,17201,1558,41
Woodford,Illinois,17203,16,1
Van Buren,Michigan,26159,115,6
Sanilac,Michigan,26151,39,5
Knox,Tennessee,47093,315,5
Schoolcraft,Michigan,26153,4,0
Johnson,Tennessee,47091,15,0
Shiawassee,Michigan,26155,227,20
Northwest Arctic Borough,Alaska,02188,0,0
Tuscola,Michigan,26157,172,19
North Slope Borough,Alaska,02185,0,0
Lawrence,Tennessee,47099,21,0
Nome Census Area,Alaska,02180,1,0
Lauderdale,Tennessee,47097,44,1
Lake,Tennessee,47095,404,0
Hickman,Tennessee,47081,52,0
Washtenaw,Michigan,26161,1414,96
Wayne,Michigan,26163,19148,2228
Matanuska-Susitna Borough,Alaska,02170,22,1
Wexford,Michigan,26165,11,2
Jefferson,Tennessee,47089,26,0
Jackson,Tennessee,47087,11,0
Humphreys,Tennessee,47085,12,1
Houston,Tennessee,47083,6,0
Otsego,Michigan,26137,99,10
Ottawa,Michigan,26139,558,24
Hardin,Tennessee,47071,10,0
Ontonagon,Michigan,26131,0,0
Osceola,Michigan,26133,10,0
Oscoda,Michigan,26135,5,1
Henry,Tennessee,47079,19,0
Henderson,Tennessee,47077,12,0
