county,state,fips,cases,deaths
Wright,Missouri,29229,380,0
Worth,Missouri,29227,20,0
Washington,Missouri,29221,444,11
Webster,Missouri,29225,711,5
Wayne,Missouri,29223,226,0
Stoddard,Missouri,29207,540,14
Shelby,Missouri,29205,70,1
Stone,Missouri,29209,492,6
Shannon,Missouri,29203,120,1
Scott,Missouri,29201,923,16
Warren,Missouri,29219,532,1
Vernon,Missouri,29217,206,1
Campbell,Wyoming,56005,341,2
Sullivan,Missouri,29211,210,0
Carbon,Wyoming,56007,233,2
Albany,Wyoming,56001,589,0
Texas,Missouri,29215,343,2
Taney,Missouri,29213,1339,36
Big Horn,Wyoming,56003,64,2
Converse,Wyoming,56009,145,0
Franklin,Kansas,20059,393,3
Ford,Kansas,20057,2902,10
Floyd,Iowa,19067,368,5
Finney,Kansas,20055,2210,12
Franklin,Iowa,19069,354,18
Ellsworth,Kansas,20053,58,0
Emmet,Iowa,19063,287,10
Fayette,Iowa,19065,244,2
Dubuque,Iowa,19061,3539,43
Montgomery,Virginia,51121,2022,4
Nelson,Virginia,51125,107,2
Ellis,Kansas,20051,1038,5
New Kent,Virginia,51127,194,3
Gray,Kansas,20069,127,0
Grant,Kansas,20067,310,5
Guthrie,Iowa,19077,275,10
Graham,Kansas,20065,36,1
Hamilton,Iowa,19079,340,3
Washoe,Nevada,32031,9696,159
Greene,Iowa,19073,115,0
Grundy,Iowa,19075,232,4
Fremont,Iowa,19071,132,0
Northampton,Virginia,51131,306,31
Northumberland,Virginia,51133,173,6
Nottoway,Virginia,51135,266,18
White Pine,Nevada,32033,66,1
Orange,Virginia,51137,331,5
Gove,Kansas,20063,76,0
Page,Virginia,51139,405,29
Geary,Kansas,20061,427,3
Dallas,Iowa,19049,2888,38
Newport,Rhode Island,44005,530,8
Crawford,Kansas,20037,1098,8
Providence,Rhode Island,44007,18927,894
Cowley,Kansas,20035,401,5
Bristol,Rhode Island,44001,414,16
Clinton,Iowa,19045,1165,22
Comanche,Kansas,20033,12,0
Kent,Rhode Island,44003,1945,111
Crawford,Iowa,19047,1124,6
Coffey,Kansas,20031,124,8
Clay,Iowa,19041,360,4
Clayton,Iowa,19043,275,3
Washington,Rhode Island,44009,877,72
Decatur,Kansas,20039,26,1
Pershing,Nevada,32027,22,0
Patrick,Virginia,51141,278,25
Nye,Nevada,32023,524,15
Pittsylvania,Virginia,51143,1025,10
Mineral,Nevada,32021,13,0
Powhatan,Virginia,51145,231,5
Prince Edward,Virginia,51147,584,12
Prince George,Virginia,51149,824,5
Storey,Nevada,32029,10,0
Elk,Kansas,20049,6,0
Dickinson,Iowa,19059,560,6
Edwards,Kansas,20047,51,0
Douglas,Kansas,20045,2391,13
Delaware,Iowa,19055,475,3
Doniphan,Kansas,20043,114,0
Des Moines,Iowa,19057,850,9
Davis,Iowa,19051,131,4
Decatur,Iowa,19053,72,0
Lincoln,Nevada,32017,7,0
Prince William,Virginia,51153,12594,207
Lander,Nevada,32015,76,1
Pulaski,Virginia,51155,236,5
Humboldt,Nevada,32013,130,4
Rappahannock,Virginia,51157,64,2
Eureka,Nevada,32011,10,0
Richmond,Virginia,51159,356,4
Dickinson,Kansas,20041,208,1
Lyon,Nevada,32019,447,7
Carroll,Iowa,19027,715,5
Butler,Kansas,20015,985,4
Cass,Iowa,19029,183,2
Brown,Kansas,20013,137,5
Butler,Iowa,19023,283,2
Bourbon,Kansas,20011,194,3
Calhoun,Iowa,19025,205,3
Buena Vista,Iowa,19021,2028,12
Chautauqua,Kansas,20019,19,0
Chase,Kansas,20017,83,1
Douglas,Nevada,32005,315,1
Roanoke,Virginia,51161,924,9
Clark,Nevada,32003,67499,1394
Rockbridge,Virginia,51163,120,2
Churchill,Nevada,32001,154,3
Rockingham,Virginia,51165,1477,22
Russell,Virginia,51167,275,5
Scott,Virginia,51169,194,4
Esmeralda,Nevada,32009,0,0
Elko,Nevada,32007,978,10
Clay,Kansas,20027,52,2
Chickasaw,Iowa,19037,281,1
Clark,Kansas,20025,52,1
Clarke,Iowa,19039,273,3
Cheyenne,Kansas,20023,68,2
Cerro Gordo,Iowa,19033,1101,23
Cherokee,Kansas,20021,520,8
Cherokee,Iowa,19035,277,2
Cedar,Iowa,19031,269,2
Shenandoah,Virginia,51171,811,59
Cloud,Kansas,20029,71,1
Smyth,Virginia,51173,526,20
Southampton,Virginia,51175,774,26
Spotsylvania,Virginia,51177,2161,46
Stafford,Virginia,51179,2039,17
Allamakee,Iowa,19005,266,6
Appanoose,Iowa,19007,150,3
Adair,Iowa,19001,76,1
Adams,Iowa,19003,38,0
Surry,Virginia,51181,124,3
Sussex,Virginia,51183,523,12
Tazewell,Virginia,51185,325,2
Warren,Virginia,51187,442,10
Audubon,Iowa,19009,95,1
Atchison,Kansas,20005,331,2
Boone,Iowa,19015,540,8
Anderson,Kansas,20003,85,0
Bremer,Iowa,19017,516,7
Allen,Kansas,20001,82,1
Benton,Iowa,19011,348,1
Black Hawk,Iowa,19013,4590,92
Washington,Virginia,51191,598,21
Barton,Kansas,20009,507,7
Westmoreland,Virginia,51193,275,3
Barber,Kansas,20007,9,0
Wise,Virginia,51195,426,9
Wythe,Virginia,51197,247,4
York,Virginia,51199,554,8
Buchanan,Iowa,19019,304,1
Navarro,Texas,48349,1724,34
Carter,Tennessee,47019,1199,28
