county,state,fips,cases,deaths
Wright,Missouri,29229,14,0
Worth,Missouri,29227,4,0
Washington,Missouri,29221,14,1
Webster,Missouri,29225,19,0
Wayne,Missouri,29223,0,0
Stoddard,Missouri,29207,126,7
Shelby,Missouri,29205,1,0
Stone,Missouri,29209,8,0
Shannon,Missouri,29203,6,0
Scott,Missouri,29201,149,10
Warren,Missouri,29219,32,0
Vernon,Missouri,29217,12,0
Campbell,Wyoming,56005,46,0
Sullivan,Missouri,29211,91,0
Carbon,Wyoming,56007,22,1
Albany,Wyoming,56001,28,0
Texas,Missouri,29215,1,0
Taney,Missouri,29213,29,2
Big Horn,Wyoming,56003,11,0
Converse,Wyoming,56009,24,0
Franklin,Kansas,20059,53,0
Ford,Kansas,20057,1897,10
Floyd,Iowa,19067,26,1
Finney,Kansas,20055,1545,10
Franklin,Iowa,19069,56,0
Ellsworth,Kansas,20053,3,0
Emmet,Iowa,19063,46,0
Fayette,Iowa,19065,28,0
Dubuque,Iowa,19061,398,22
Montgomery,Virginia,51121,97,2
Nelson,Virginia,51125,18,0
Ellis,Kansas,20051,15,0
New Kent,Virginia,51127,48,1
Gray,Kansas,20069,23,0
Grant,Kansas,20067,22,1
Guthrie,Iowa,19077,61,4
Graham,Kansas,20065,0,0
Hamilton,Iowa,19079,144,0
Washoe,Nevada,32031,2106,72
Greene,Iowa,19073,26,0
Grundy,Iowa,19075,25,0
Fremont,Iowa,19071,4,0
Northampton,Virginia,51131,267,27
Northumberland,Virginia,51133,27,1
Nottoway,Virginia,51135,74,0
White Pine,Nevada,32033,3,0
Orange,Virginia,51137,136,2
Gove,Kansas,20063,1,0
Page,Virginia,51139,259,24
Geary,Kansas,20061,30,1
Dallas,Iowa,19049,1051,28
Newport,Rhode Island,44005,277,4
Crawford,Kansas,20037,156,1
Providence,Rhode Island,44007,12363,637
Cowley,Kansas,20035,45,1
Bristol,Rhode Island,44001,240,13
Clinton,Iowa,19045,70,1
Comanche,Kansas,20033,2,0
Kent,Rhode Island,44003,1128,82
Crawford,Iowa,19047,633,2
Coffey,Kansas,20031,52,8
Clay,Iowa,19041,93,0
Clayton,Iowa,19043,35,3
Washington,Rhode Island,44009,516,61
Decatur,Kansas,20039,0,0
Pershing,Nevada,32027,5,0
Patrick,Virginia,51141,36,0
Nye,Nevada,32023,76,3
Pittsylvania,Virginia,51143,76,1
Mineral,Nevada,32021,4,0
Powhatan,Virginia,51145,55,0
Prince Edward,Virginia,51147,173,3
Prince George,Virginia,51149,170,0
Storey,Nevada,32029,1,0
Elk,Kansas,20049,0,0
Dickinson,Iowa,19059,184,1
Edwards,Kansas,20047,5,0
Douglas,Kansas,20045,88,0
Delaware,Iowa,19055,29,1
Doniphan,Kansas,20043,24,0
Des Moines,Iowa,19057,66,2
Davis,Iowa,19051,36,1
Decatur,Iowa,19053,8,0
Lincoln,Nevada,32017,2,0
Prince William,Virginia,51153,6684,127
Lander,Nevada,32015,23,0
Pulaski,Virginia,51155,31,1
Humboldt,Nevada,32013,79,4
Rappahannock,Virginia,51157,16,0
Eureka,Nevada,32011,0,0
Richmond,Virginia,51159,295,5
Dickinson,Kansas,20041,6,0
Lyon,Nevada,32019,94,2
Carroll,Iowa,19027,63,1
Butler,Kansas,20015,43,0
Cass,Iowa,19029,16,0
Brown,Kansas,20013,10,0
Butler,Iowa,19023,31,2
Bourbon,Kansas,20011,9,1
Calhoun,Iowa,19025,25,0
Buena Vista,Iowa,19021,1627,10
Chautauqua,Kansas,20019,4,0
Chase,Kansas,20017,3,0
Douglas,Nevada,32005,47,0
Roanoke,Virginia,51161,149,5
Clark,Nevada,32003,9535,387
Rockbridge,Virginia,51163,18,0
Churchill,Nevada,32001,10,1
Rockingham,Virginia,51165,641,7
Russell,Virginia,51167,9,0
Scott,Virginia,51169,8,2
Esmeralda,Nevada,32009,0,0
Elko,Nevada,32007,55,1
Clay,Kansas,20027,7,2
Chickasaw,Iowa,19037,16,0
Clark,Kansas,20025,34,0
Clarke,Iowa,19039,96,2
Cheyenne,Kansas,20023,2,0
Cerro Gordo,Iowa,19033,54,1
Cherokee,Kansas,20021,17,0
Cherokee,Iowa,19035,65,0
Cedar,Iowa,19031,55,1
Shenandoah,Virginia,51171,530,27
Cloud,Kansas,20029,6,0
Smyth,Virginia,51173,28,0
Southampton,Virginia,51175,154,2
Spotsylvania,Virginia,51177,862,17
Stafford,Virginia,51179,917,5
Allamakee,Iowa,19005,121,4
Appanoose,Iowa,19007,18,3
Adair,Iowa,19001,12,0
Adams,Iowa,19003,7,0
Surry,Virginia,51181,13,1
Sussex,Virginia,51183,185,2
Tazewell,Virginia,51185,9,0
Warren,Virginia,51187,234,4
Audubon,Iowa,19009,14,1
Atchison,Kansas,20005,26,0
Boone,Iowa,19015,105,1
Anderson,Kansas,20003,3,0
Bremer,Iowa,19017,81,6
Allen,Kansas,20001,1,0
Benton,Iowa,19011,50,1
Black Hawk,Iowa,19013,1866,56
Washington,Virginia,51191,58,4
Barton,Kansas,20009,51,2
Westmoreland,Virginia,51193,87,1
Barber,Kansas,20007,1,0
Wise,Virginia,51195,27,2
Wythe,Virginia,51197,42,1
York,Virginia,51199,94,3
Buchanan,Iowa,19019,36,1
Navarro,Texas,48349,101,4
Carter,Tennessee,47019,23,1
Carroll,Tennessee,47017,36,1
Nacogdoches,Texas,48347,337,25
Cannon,Tennessee,47015,34,0
Motley,Texas,48345,1,0
Mora,New Mexico,35033,0,0
McKinley,New Mexico,35031,2987,153
Rio Arriba,New Mexico,35039,66,1
Haines Borough,Alaska,02100,1,0
Quay,New Mexico,35037,5,1
Otero,New Mexico,35035,742,5
Campbell,Tennessee,47013,26,1
Morris,Texas,48343,31,0
Bradley,Tennessee,47011,305,2
Moore,Texas,48341,876,14
Blount,Tennessee,47009,118,3
Montgomery,Texas,48339,1484,33
Bledsoe,Tennessee,47007,614,1
Benton,Tennessee,47005,8,1
Montague,Texas,48337,9,1
Bedford,Tennessee,47003,404,4
Mitchell,Texas,48335,2,0
Hidalgo,New Mexico,35023,23,0
Harding,New Mexico,35021,1,0
Luna,New Mexico,35029,45,1
Los Alamos,New Mexico,35028,7,0
Lincoln,New Mexico,35027,7,0
Lea,New Mexico,35025,55,0
Anderson,Tennessee,47001,69,2
Mills,Texas,48333,1,0
Milam,Texas,48331,51,1
Midland,Texas,48329,264,13
Menard,Texas,48327,0,0
Medina,Texas,48325,228,2
Maverick,Texas,48323,200,2
Sagadahoc,Maine,23023,30,0
De Baca,New Mexico,35011,0,0
Somerset,Maine,23025,26,0
Waldo,Maine,23027,55,14
Washington,Maine,23029,2,0
Guadalupe,New Mexico,35019,20,0
Grant,New Mexico,35017,16,0
Kenai Peninsula Borough,Alaska,02122,123,1
Eddy,New Mexico,35015,49,1
Piscataquis,Maine,23021,1,0
Doña Ana,New Mexico,35013,696,6
Matagorda,Texas,48321,96,5
Mason,Texas,48319,33,0
Martin,Texas,48317,4,1
Marion,Texas,48315,21,1
Madison,Texas,48313,24,0
Bernalillo,New Mexico,35001,1763,82
Curry,New Mexico,35009,97,0
Colfax,New Mexico,35007,8,0
Cibola,New Mexico,35006,191,10
Chaves,New Mexico,35005,61,2
York,Maine,23031,451,11
Juneau City and Borough,Alaska,02110,42,0
Catron,New Mexico,35003,2,1
McMullen,Texas,48311,0,0
Hancock,Maine,23009,13,1
McCulloch,Texas,48307,4,0
Lynn,Texas,48305,21,1
Lubbock,Texas,48303,1136,51
Loving,Texas,48301,0,0
Androscoggin,Maine,23001,441,4
Aroostook,Maine,23003,11,1
Cumberland,Maine,23005,1493,58
Franklin,Maine,23007,37,1
McLennan,Texas,48309,245,5
Knox,Maine,23013,23,1
Lincoln,Maine,23015,21,0
Oxford,Maine,23017,33,0
Penobscot,Maine,23019,101,2
Kennebec,Maine,23011,138,9
King William,Virginia,51101,33,0
District of Columbia,District of Columbia,11001,9903,527
Lancaster,Virginia,51103,11,0
Lee,Virginia,51105,9,0
Loudoun,Virginia,51107,3499,82
Louisa,Virginia,51109,102,1
Lunenburg,Virginia,51111,21,0
Madison,Virginia,51113,42,1
Mathews,Virginia,51115,5,0
Mecklenburg,Virginia,51117,233,24
Middlesex,Virginia,51119,14,0
